Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
19-05-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,7.4,19.3,100,450
23-05-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,7.8,19.4,117,342
26-05-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.1,19.5,106,336
30-05-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.3,19.2,143,447
06-06-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.8,18.7,144,613
06-09-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8,19.1,NA,NA
13-06-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.2,19.7,118,318
16-06-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.3,19.5,130,225
20-06-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.8,20.1,100,324
23-06-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.9,19.4,167,400
27-06-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.6,19.9,69,342
30-06-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.8,19.4,83,228
07-04-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.3,20.3,71,210
07-07-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.7,19.4,49,211
07-11-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.8,19.2,108,404
14-07-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.5,20.2,56,318
18-07-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.5,19.6,68,289
21-07-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,7.9,19.1,111,501
25-07-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,9.2,19.5,81,272
28-07-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.2,19.9,95,285
08-01-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,7,18.6,51,172
08-04-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.6,19.1,30,67
08-08-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,9.1,19,64,237
08-11-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.7,18.5,106,384
15-08-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.2,19.6,79,278
18-08-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,9.1,19.6,97,272
22-08-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,9,18.8,63,324
25-08-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.4,19.6,63,288
29-08-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,9,18.3,72,376
09-01-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,9,21.2,80,364
09-05-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,9.4,19.3,129,326
09-08-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.6,19.4,111,357
09-12-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.5,20.7,122,294
15-09-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,7.4,19,74,126
19-09-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.9,18.8,61,150
22-09-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.7,20.8,123,177
26-09-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,7.9,19.3,62,266
29-09-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,7.3,17.7,95,253
10-03-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.6,19.8,63,270
10-06-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,9.9,19.8,82,366
10-10-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.3,18.8,127,478
13-10-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.7,19.4,124,480
17-10-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.2,19.3,86,265
20-10-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,9.3,19.7,129,321
24-10-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,9.1,19.5,171,408
27-10-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.7,19.9,161,461
31-10-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.9,19.6,172,519
11-03-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,9.6,20.3,163,628
11-07-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,9.8,20.1,110,292
11-10-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.8,19.4,110,291
14-11-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,9.3,20.3,198,542
17-11-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.1,19.2,152,377
21-11-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,9.2,20.1,141,541
24-11-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,9,19.6,86,344
28-11-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.8,19.6,119,444
12-01-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,9.4,19.3,168,345
12-05-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,9.3,19,148,609
12-08-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.5,18.7,162,448
12-12-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.8,19,173,473
15-12-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.2,19.4,102,442
22-12-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,8.6,19.1,103,296
29-12-2005,Rajasthan,Jodhpur,Shashtri Nagar,Residential and others,9.6,19.4,282,667
06-01-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,7.9,19.6,107,322
06-04-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,7.5,18.8,114,325
06-08-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.5,18.7,222,447
06-11-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.7,20.2,110,889
15-06-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,9.1,20.1,141,341
18-06-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.6,19.5,151,357
22-06-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.2,17.3,111,337
25-06-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.6,19.7,115,330
29-06-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.8,20,120,356
07-02-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,7.9,19.8,82,232
07-06-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.1,19.5,102,306
07-09-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.4,18.7,111,307
13-07-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.5,19.6,101,340
16-07-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,9.1,20.1,91,270
20-07-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.2,19.8,134,579
23-07-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.3,19,161,251
27-07-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.6,18.9,87,218
30-07-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,9.2,20.8,91,260
08-03-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.1,18.9,111,191
08-06-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.7,19.6,51,186
08-10-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.6,19.9,92,199
13-08-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.6,20.2,107,358
17-08-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,9.3,20.1,112,224
20-08-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.6,20.3,52,282
24-08-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,7,18.8,58,190
27-08-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.9,18.8,51,204
31-08-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,9.2,20.3,73,204
09-03-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.3,19.9,66,381
09-07-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,7.9,19.3,53,234
09-10-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.4,20.8,56,148
17-09-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.4,19.7,79,169
21-09-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.2,19.5,66,168
24-09-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,7,19.8,55,177
28-09-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.2,19.3,41,111
10-01-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,7.8,20.4,108,274
10-05-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.5,19,74,381
10-12-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.9,19.7,103,293
15-10-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,9.4,21.5,210,313
19-10-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.7,20.1,122,344
22-10-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.5,19.2,116,254
26-10-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.3,19.6,122,368
29-10-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,9.2,20.3,122,437
11-02-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,12.3,26.6,182,390
11-05-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.8,19.6,145,347
11-09-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.6,19.1,139,358
11-12-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.5,19.8,137,375
23-11-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.7,19.2,101,323
26-11-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.3,18.9,90,300
30-11-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.9,20,191,420
12-03-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,9.3,19.8,98,290
12-07-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.6,19.8,111,346
12-10-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8,19.1,79,354
14-12-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,9.2,19.2,104,398
17-12-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.8,19.4,123,344
21-12-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.7,19.7,155,372
24-12-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.5,19.2,141,320
28-12-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.3,18.6,125,404
31-12-2005,Rajasthan,Jodhpur,Sojati Gate,Residential and others,8.8,19.8,55,291
03-04-2005,Rajasthan,Kota,Regional Office,Industrial Areas,8.7,34,145,397
03-07-2005,Rajasthan,Kota,Regional Office,Industrial Areas,10.7,36.6,70,309
03-10-2005,Rajasthan,Kota,Regional Office,Industrial Areas,9.5,29.2,62,198
14-03-2005,Rajasthan,Kota,Regional Office,Industrial Areas,9.9,35.2,88,307
17-03-2005,Rajasthan,Kota,Regional Office,Industrial Areas,11.4,45.1,93,295
21-03-2005,Rajasthan,Kota,Regional Office,Industrial Areas,12.9,14.9,177,441
24-03-2005,Rajasthan,Kota,Regional Office,Industrial Areas,5.9,20.8,94,256
28-03-2005,Rajasthan,Kota,Regional Office,Industrial Areas,9.1,31.7,101,352
31-03-2005,Rajasthan,Kota,Regional Office,Industrial Areas,9,36,204,486
04-04-2005,Rajasthan,Kota,Regional Office,Industrial Areas,7.8,28,214,527
04-07-2005,Rajasthan,Kota,Regional Office,Industrial Areas,7.1,15.7,508,978
14-04-2005,Rajasthan,Kota,Regional Office,Industrial Areas,6.8,26.5,253,465
18-04-2005,Rajasthan,Kota,Regional Office,Industrial Areas,16.5,30.9,123,312
25-04-2005,Rajasthan,Kota,Regional Office,Industrial Areas,5.4,17.8,71,399
28-04-2005,Rajasthan,Kota,Regional Office,Industrial Areas,9.2,17.5,92,465
16-05-2005,Rajasthan,Kota,Regional Office,Industrial Areas,7.7,18.4,78,269
26-05-2005,Rajasthan,Kota,Regional Office,Industrial Areas,6.5,13.8,69,266
30-05-2005,Rajasthan,Kota,Regional Office,Industrial Areas,9.7,16.7,57,227
06-02-2005,Rajasthan,Kota,Regional Office,Industrial Areas,5.6,15,243,405
06-06-2005,Rajasthan,Kota,Regional Office,Industrial Areas,5,12.6,110,263
06-09-2005,Rajasthan,Kota,Regional Office,Industrial Areas,8.2,16.6,179,438
13-06-2005,Rajasthan,Kota,Regional Office,Industrial Areas,8.8,20.6,178,871
16-06-2005,Rajasthan,Kota,Regional Office,Industrial Areas,4.5,14,116,297
20-06-2005,Rajasthan,Kota,Regional Office,Industrial Areas,6.8,12.9,130,195
23-06-2005,Rajasthan,Kota,Regional Office,Industrial Areas,6,14.9,41,164
27-06-2005,Rajasthan,Kota,Regional Office,Industrial Areas,5.6,13.3,57,245
30-06-2005,Rajasthan,Kota,Regional Office,Industrial Areas,5.2,16.4,30,142
07-07-2005,Rajasthan,Kota,Regional Office,Industrial Areas,7,12.7,50,142
08-01-2005,Rajasthan,Kota,Regional Office,Industrial Areas,9.8,15.9,76,150
08-04-2005,Rajasthan,Kota,Regional Office,Industrial Areas,5,10.9,55,121
08-08-2005,Rajasthan,Kota,Regional Office,Industrial Areas,4,10.1,55,70
08-11-2005,Rajasthan,Kota,Regional Office,Industrial Areas,7.1,12.4,79,103
18-08-2005,Rajasthan,Kota,Regional Office,Industrial Areas,4,9,62,141
22-08-2005,Rajasthan,Kota,Regional Office,Industrial Areas,5.4,10.6,56,87
25-08-2005,Rajasthan,Kota,Regional Office,Industrial Areas,5.6,9.5,27,66
29-08-2005,Rajasthan,Kota,Regional Office,Industrial Areas,8.6,18.2,69,110
09-01-2005,Rajasthan,Kota,Regional Office,Industrial Areas,11.2,17.9,41,115
09-05-2005,Rajasthan,Kota,Regional Office,Industrial Areas,10.2,14.3,34,78
09-08-2005,Rajasthan,Kota,Regional Office,Industrial Areas,7.8,16.5,26,94
09-12-2005,Rajasthan,Kota,Regional Office,Industrial Areas,13.7,23.2,96,149
15-09-2005,Rajasthan,Kota,Regional Office,Industrial Areas,5.3,12.5,72,156
19-09-2005,Rajasthan,Kota,Regional Office,Industrial Areas,5.4,13.6,74,180
22-09-2005,Rajasthan,Kota,Regional Office,Industrial Areas,6.1,14.5,23,60
26-09-2005,Rajasthan,Kota,Regional Office,Industrial Areas,8.8,13.8,35,57
29-09-2005,Rajasthan,Kota,Regional Office,Industrial Areas,9.7,18.1,36,103
10-03-2005,Rajasthan,Kota,Regional Office,Industrial Areas,8.9,14.7,39,142
10-06-2005,Rajasthan,Kota,Regional Office,Industrial Areas,13.8,21.5,45,104
10-10-2005,Rajasthan,Kota,Regional Office,Industrial Areas,16.8,27.7,58,159
13-10-2005,Rajasthan,Kota,Regional Office,Industrial Areas,10.1,27.2,71,207
17-10-2005,Rajasthan,Kota,Regional Office,Industrial Areas,6.8,25.2,117,329
20-10-2005,Rajasthan,Kota,Regional Office,Industrial Areas,5.2,19,71,132
27-10-2005,Rajasthan,Kota,Regional Office,Industrial Areas,18.2,30.8,102,334
31-10-2005,Rajasthan,Kota,Regional Office,Industrial Areas,13.8,38.8,89,268
11-03-2005,Rajasthan,Kota,Regional Office,Industrial Areas,8,24.6,99,267
11-07-2005,Rajasthan,Kota,Regional Office,Industrial Areas,12.2,37.1,155,401
11-10-2005,Rajasthan,Kota,Regional Office,Industrial Areas,7.1,41,123,355
14-11-2005,Rajasthan,Kota,Regional Office,Industrial Areas,6.6,22.3,100,362
17-11-2005,Rajasthan,Kota,Regional Office,Industrial Areas,9.5,40.6,100,346
21-11-2005,Rajasthan,Kota,Regional Office,Industrial Areas,9.3,22.5,233,465
24-11-2005,Rajasthan,Kota,Regional Office,Industrial Areas,14.9,37.8,227,523
28-11-2005,Rajasthan,Kota,Regional Office,Industrial Areas,11,35.4,264,518
12-01-2005,Rajasthan,Kota,Regional Office,Industrial Areas,12,26.6,184,554
12-05-2005,Rajasthan,Kota,Regional Office,Industrial Areas,18.7,40.5,260,440
12-08-2005,Rajasthan,Kota,Regional Office,Industrial Areas,14.4,37.4,252,523
12-12-2005,Rajasthan,Kota,Regional Office,Industrial Areas,14.2,41.6,255,425
15-12-2005,Rajasthan,Kota,Regional Office,Industrial Areas,14.7,40.5,336,540
19-12-2005,Rajasthan,Kota,Regional Office,Industrial Areas,11.1,31.5,308,565
22-12-2005,Rajasthan,Kota,Regional Office,Industrial Areas,15,40.4,283,605
26-12-2005,Rajasthan,Kota,Regional Office,Industrial Areas,9.7,32.8,156,383
29-12-2005,Rajasthan,Kota,Regional Office,Industrial Areas,17.4,44.9,264,584
03-09-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,6.1,15.8,67,250
19-03-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,9.8,12.7,89,208
23-03-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,10.3,30,124,324
26-03-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,6.9,14.6,110,342
04-02-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,9.4,30.5,118,359
04-06-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,7.1,25.4,157,381
13-04-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,7.3,20.1,115,305
16-04-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,10,25.2,177,365
20-04-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,7.6,24.6,145,374
23-04-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,7.7,17.6,100,276
27-04-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,9.6,34.2,90,438
30-04-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,8.5,19.9,73,277
05-04-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,7.2,15.8,80,358
14-05-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,6.5,16.8,110,500
25-05-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,8.2,15.4,108,420
06-01-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,5.6,13,236,422
06-04-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,5,12.2,145,340
06-08-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,6.1,13.1,132,NA
06-11-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,4.7,18.4,278,705
15-06-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,6.1,15.5,92,290
18-06-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,6.7,13.9,111,347
22-06-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,5.6,17,96,234
25-06-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,6.1,12.6,66,259
29-06-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,NA,19.4,66,236
07-09-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,6.5,14.6,74,150
08-03-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,5.2,10.7,18,115
08-06-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,5,11.2,38,101
08-10-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,4.5,9,59,79
13-08-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,5.5,10.7,35,89
17-08-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,5.9,11.9,65,123
20-08-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,4,9.1,45,87
24-08-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,4.8,10.5,36,66
27-08-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,7.2,13.5,53,92
31-08-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,5.4,12.3,91,141
09-03-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,7.5,15.7,116,199
09-07-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,4.9,15.4,38,119
09-10-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,7.5,11,60,191
14-09-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,4.1,12.7,72,151
17-09-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,6.9,12.5,106,224
21-09-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,7.9,12.6,27,83
24-09-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,4,9.8,14,46
28-09-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,5.3,9,34,86
10-01-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,6,10.5,33,50
10-05-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,5,10.8,28,51
10-08-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,6.6,13.7,63,132
10-12-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,13.6,24.2,102,238
15-10-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,7.4,33.2,74,283
19-10-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,10.4,25.1,89,234
26-10-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,9.3,18.5,134,239
29-10-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,9,15.2,122,309
11-02-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,8.8,24.7,157,297
11-05-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,5.5,15.9,98,260
11-09-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,12.4,39.1,162,388
11-12-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,16.9,38.8,214,470
16-11-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,9.2,24.9,97,320
19-11-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,8.5,23.7,120,290
26-11-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,7.1,22.6,182,327
30-11-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,4.3,19.1,163,244
12-03-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,8.8,24.7,146,284
12-10-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,10.6,28.1,204,363
14-12-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,15,46.3,203,308
17-12-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,8.6,38.8,270,352
21-12-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,8.3,40.3,186,447
24-12-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,7.8,33.7,245,388
28-12-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,6.7,35.2,177,260
31-12-2005,Rajasthan,Kota,Municipal C. Bldg,Residential and others,7.6,36.2,229,407
03-03-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,6,29.9,83,170
03-08-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,10.2,21.5,36,158
03-11-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,6.1,24.3,49,138
15-03-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,10,34.1,100,134
22-03-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,8,26.2,63,214
25-03-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,6,14.5,123,172
29-03-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,7.6,28,86,195
04-08-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,10.1,19,199,504
04-12-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,7.4,17.6,152,326
15-04-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,10.7,27.3,135,288
19-04-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,11.5,35.2,128,308
22-04-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,8.5,19.3,89,292
26-04-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,7.8,18.1,100,318
29-04-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,9.9,22.2,48,298
05-03-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,9.3,31.9,81,349
05-06-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,9.7,17.1,56,272
05-10-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,9.7,16.4,100,348
24-05-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,8.3,22.1,126,435
06-03-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,5.5,15.9,140,337
06-07-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,5.4,14,127,694
06-10-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,7.2,15.6,NA,NA
14-06-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,7.3,14.4,156,308
17-06-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,8.8,19.2,145,341
21-06-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,7.4,20.5,38,224
24-06-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,10.9,19,64,242
28-06-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,4.3,17.2,40,225
07-01-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,9.1,14.6,25,128
29-07-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,2.6,10.7,27,122
08-02-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,5.6,10.3,17,110
08-05-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,4.4,13,33,58
08-09-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,4,12.2,27,52
08-12-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,7.5,13.9,73,120
16-08-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,6.7,11.4,40,171
19-08-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,4.1,9,65,107
23-08-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,4.9,15.7,53,99
26-08-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,5.4,14.4,40,84
30-08-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,6.9,19.5,31,57
09-02-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,6.6,18.3,41,92
09-06-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,8.9,18.4,35,89
09-09-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,6.6,17.3,38,154
13-09-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,4.7,9,82,194
16-09-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,5.6,10.7,115,196
20-09-2005,Rajasthan,Kota,Samcore Glass Ltd.,Residential and others,5.8,13,38,59
