Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
05-09-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3.5,18.7,84,462
05-12-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3.6,15.6,73,357
16-05-2006,Rajasthan,Jaipur,MIA,Industrial Areas,4.2,25.5,37,182
19-05-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3.6,23.1,48,240
23-05-2006,Rajasthan,Jaipur,MIA,Industrial Areas,4.4,24.5,31,147
26-05-2006,Rajasthan,Jaipur,MIA,Industrial Areas,4.5,19,42,195
30-05-2006,Rajasthan,Jaipur,MIA,Industrial Areas,4.7,16.5,61,309
06-02-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3.7,19.4,28,100
06-06-2006,Rajasthan,Jaipur,MIA,Industrial Areas,4.3,17,46,215
06-09-2006,Rajasthan,Jaipur,MIA,Industrial Areas,4.1,20.3,94,287
13-06-2006,Rajasthan,Jaipur,MIA,Industrial Areas,4.2,27.7,92,483
16-06-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3.8,21.5,43,225
20-06-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3.4,18,90,202
27-06-2006,Rajasthan,Jaipur,MIA,Industrial Areas,4,17.7,36,143
30-06-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3,17,25,101
07-04-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3,18.2,91,169
07-07-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3.7,15.5,93,218
07-11-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3,13.1,109,178
14-07-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3,11.2,53,208
18-07-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3,14.7,38,178
21-07-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3.8,17.8,52,106
25-07-2006,Rajasthan,Jaipur,MIA,Industrial Areas,4.5,17,39,86
28-07-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3,17.5,13,127
08-01-2006,Rajasthan,Jaipur,MIA,Industrial Areas,4.3,12,27,205
08-04-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3,14,21,46
08-08-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3.7,10.8,19,59
08-11-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3.5,13.2,12,75
15-08-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3,11.5,28,147
18-08-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3,12.8,45,73
22-08-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3.5,13.2,17,66
25-08-2006,Rajasthan,Jaipur,MIA,Industrial Areas,4.2,13,23,49
29-08-2006,Rajasthan,Jaipur,MIA,Industrial Areas,5.2,14.5,18,64
09-01-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3,13.3,19,113
09-05-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3.5,13.8,18,66
09-08-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3.3,10.3,47,116
09-12-2006,Rajasthan,Jaipur,MIA,Industrial Areas,2.7,16.2,48,128
15-09-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3,13.5,75,176
19-09-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3.5,15.5,38,115
22-09-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3,14,56,154
26-09-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3,16.7,33,113
29-09-2006,Rajasthan,Jaipur,MIA,Industrial Areas,4.2,14.7,34,85
10-03-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3.8,8.7,35,87
10-06-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3.3,13.3,41,100
10-10-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3,12.9,41,138
13-10-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3.3,18.5,58,167
17-10-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3.5,9.7,44,112
20-10-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3,9.8,26,109
24-10-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3.3,14.8,19,65
27-10-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3,15.2,37,76
31-10-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3,14.5,59,118
11-03-2006,Rajasthan,Jaipur,MIA,Industrial Areas,2.3,13.5,48,103
11-07-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3.5,14.7,51,105
11-10-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3.3,21.3,53,126
14-11-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3.3,23.5,57,119
17-11-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3.3,25.8,76,216
21-11-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3.8,14.3,67,172
24-11-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3.5,19.2,52,158
28-11-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3.3,18,60,173
12-01-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3,19.5,73,222
12-05-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3.7,25.8,83,216
12-08-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3.7,23.2,76,186
12-12-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3.8,20.8,124,342
15-12-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3.3,22.7,67,224
19-12-2006,Rajasthan,Jaipur,MIA,Industrial Areas,4.5,27.7,74,179
22-12-2006,Rajasthan,Jaipur,MIA,Industrial Areas,3.7,11.3,96,193
26-12-2006,Rajasthan,Jaipur,MIA,Industrial Areas,4,17,107,183
29-12-2006,Rajasthan,Jaipur,MIA,Industrial Areas,4.6,21.2,103,216
01-04-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,10.4,33.3,202,309
01-11-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,7.9,42.8,297,440
14-01-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,5.8,39,194,618
18-01-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,11.9,48.6,357,496
21-01-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,6.3,24.4,448,569
25-01-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,9.5,53.5,665,862
28-01-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,54.3,33.4,293,434
02-01-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,16,35.8,194,508
02-04-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,35.9,31.8,202,309
02-08-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,9.7,43.2,96,305
02-11-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,10.3,25.4,297,440
15-02-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,8.9,21.2,194,618
18-02-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,11.2,34.7,357,496
22-02-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,86.5,22,448,569
25-02-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,54.3,31.4,665,862
03-01-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,10.5,32.1,293,434
03-04-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,36.9,16.2,81,358
03-08-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,38.4,21.3,317,591
03-11-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,6.7,20,423,627
15-03-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,3.7,14.1,63,178
18-03-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,48.5,14.1,491,542
22-03-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,11.5,24.7,195,367
25-03-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,23.7,17.7,284,419
29-03-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,14.3,26,468,672
04-01-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,12.3,26.6,430,555
04-05-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,11.4,31.9,459,613
04-12-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,9.3,32.1,369,575
15-04-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,7.4,36.2,478,954
19-04-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,13.7,22.6,241,650
22-04-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,9,33.8,416,701
26-04-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,31.5,19.5,407,759
29-04-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,6.2,20.3,228,478
05-03-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,24.9,31.1,618,802
05-06-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,12.1,31,168,468
05-10-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,8.6,28.9,319,702
13-05-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,7.4,20.5,512,667
17-05-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,5.9,23.9,216,410
27-05-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,6.8,28,158,281
31-05-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,11.1,23.6,84,450
06-03-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,11.8,33.9,87,203
06-07-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,7.8,25.7,803,952
06-10-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,49.3,29.4,351,852
14-06-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,13.1,28.6,342,571
17-06-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,6.8,30.4,328,442
21-06-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,6.2,24.2,124,343
24-06-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,10.2,26,232,510
28-06-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,5.8,26.4,355,433
07-01-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,12.2,25.3,588,861
07-05-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,5.8,30.7,124,393
15-07-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,6,23,840,964
19-07-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,5.2,40.8,733,882
22-07-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,5.6,29.8,317,466
26-07-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,6.8,23.2,975,1078
29-07-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,5.6,23.8,87,372
08-02-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,6,21.7,111,210
08-05-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,5.4,26.6,137,294
08-09-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,15.8,44.5,108,175
16-08-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,7.2,26,151,224
19-08-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,24,18.6,59,201
23-08-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,6.3,10,356,397
30-08-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,7.8,36.8,703,812
09-02-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,8,40.8,319,604
09-06-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,6.5,20.5,235,321
09-09-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,6,18,227,301
13-09-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,8.4,23.6,157,341
16-09-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,4.3,18.8,84,222
20-09-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,6,20.2,473,591
23-09-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,7.5,22.5,288,421
27-09-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,8,31.2,140,337
30-09-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,5.2,42.8,212,291
10-04-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,10.3,31,504,674
10-07-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,7.2,25.3,285,431
10-11-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,NA,NA,143,190
14-10-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,6,32,99,277
18-10-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,8.3,30.2,112,250
21-10-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,4.3,22.2,77,168
25-10-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,7,22.2,52,188
28-10-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,5.7,15.8,183,393
11-01-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,6.8,27.4,154,316
11-04-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,7.8,25.5,241,365
11-08-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,9,29.3,217,395
11-11-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,9.8,31.2,194,342
15-11-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,11.2,41.3,257,361
18-11-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,5.6,33.2,334,449
22-11-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,6.7,27.2,354,400
25-11-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,5.4,33.6,243,360
29-11-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,28.8,17.6,247,316
12-02-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,9.6,30,197,296
12-06-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,11,41.2,112,243
12-09-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,56,37.4,206,341
13-12-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,62.6,25.8,383,445
16-12-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,38.4,34,277,422
20-12-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,62.5,21,301,623
23-12-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,20,33,290,361
27-12-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,42.6,33.8,459,807
30-12-2006,Rajasthan,Jaipur,VKIA,Industrial Areas,47.6,55.6,200,319
01-03-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.1,51.1,89,247
01-06-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.2,48.2,91,271
01-10-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,5,43.9,193,530
13-01-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.5,34.7,183,424
17-01-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,6.1,56.9,153,530
20-01-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.4,47.3,179,407
24-01-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,5,67.6,122,369
27-01-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.9,85.1,245,513
31-01-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.1,72.7,205,554
02-03-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.9,66.9,190,490
02-07-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.1,57.9,141,362
02-10-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.5,64.8,184,377
14-02-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.4,55.7,114,282
17-02-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.7,60.8,184,698
21-02-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.3,50.8,119,275
23-02-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.4,48,153,265
24-02-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,3.2,57.6,113,342
28-02-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.3,26.1,296,447
03-03-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.1,36.3,84,301
03-07-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.7,37,114,372
03-10-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,3.7,29.4,92,314
14-03-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.3,33.1,59,120
17-03-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,3.6,34.6,103,214
21-03-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,3.7,33.7,87,254
24-03-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.3,38.6,138,432
28-03-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,3.5,43.2,99,420
31-03-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.2,55.1,109,248
04-04-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.5,42,95,321
04-07-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.4,54.8,107,199
04-11-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4,39.3,98,276
14-04-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.4,51.6,87,223
18-04-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,6.2,53.8,132,311
21-04-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.5,49.5,181,557
25-04-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.9,51.9,119,439
28-04-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,6.2,20.3,88,277
05-09-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.4,36.7,413,576
05-12-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.2,31.8,239,368
16-05-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.6,39,144,365
19-05-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.3,46.2,210,397
23-05-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.4,48,153,265
26-05-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.5,49,397,524
30-05-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,3.8,41.7,144,322
06-06-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.5,37.9,211,267
06-09-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.3,32.2,169,412
13-06-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.5,39.2,271,723
16-06-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.4,43.1,90,326
20-06-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.5,41.8,106,289
23-06-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.3,35.8,51,156
27-06-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.2,41.7,31,137
30-06-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.3,33.3,49,113
07-04-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.2,40.7,91,150
07-07-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.3,27.8,46,230
07-12-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.3,18.7,353,715
14-07-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4,27.2,316,341
18-07-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.7,31.8,60,158
21-07-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.2,36,44,124
25-07-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.5,35.5,30,92
28-07-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.3,28.2,40,140
08-01-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,6.8,21.5,39,115
08-04-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.2,31.3,43,80
08-08-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.3,27.5,22,90
08-11-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,3.8,32,60,86
18-08-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,3.8,39.7,86,217
22-08-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.5,40.3,45,112
25-08-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.2,29.8,38,94
29-08-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.6,31.2,81,258
09-01-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,3.3,26.7,26,112
09-05-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,3.7,27.2,46,105
09-08-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4,25.8,61,158
09-12-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4,37.5,65,149
15-09-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4,33.3,62,183
19-09-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4,26.5,55,128
22-09-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,3,35.3,90,282
26-09-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,3.8,37.2,65,138
29-09-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.2,38.3,58,103
10-03-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.2,54.5,76,171
10-06-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.2,35.5,45,89
10-10-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.7,35.2,74,144
13-10-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,3.7,44.5,117,145
17-10-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.2,42.7,173,239
20-10-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.8,40.2,74,143
24-10-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,3.3,34.5,133,248
27-10-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,3.8,32.4,70,109
31-10-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.2,46.2,127,175
11-01-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4,59.5,126,158
11-03-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,3.8,44.8,126,183
11-07-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.3,48.7,171,215
11-10-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.3,46,125,185
14-11-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,3.7,67.5,138,203
17-11-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,3.5,48.3,144,201
21-11-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,5,50.3,164,294
24-11-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,3.8,54.6,92,211
28-11-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.7,50.7,91,240
12-05-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,3.6,48.2,108,192
12-08-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.7,47.8,93,107
12-12-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,3.7,60.2,99,168
15-12-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.5,77.8,122,179
19-12-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,5,58.2,95,226
22-12-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.5,59,124,334
26-12-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.2,48,128,195
29-12-2006,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.4,44.2,123,238
01-02-2006,Rajasthan,Jaipur,Chandpole,Residential,5.7,46,227,571
01-05-2006,Rajasthan,Jaipur,Chandpole,Residential,5.7,48.7,116,402
01-09-2006,Rajasthan,Jaipur,Chandpole,Residential,12.9,50.2,179,407
19-01-2006,Rajasthan,Jaipur,Chandpole,Residential,5.6,49,250,586
23-01-2006,Rajasthan,Jaipur,Chandpole,Residential,6,93.9,240,537
26-01-2006,Rajasthan,Jaipur,Chandpole,Residential,5,74.2,172,364
31-01-2006,Rajasthan,Jaipur,Chandpole,Residential,7.9,77.5,305,575
02-02-2006,Rajasthan,Jaipur,Chandpole,Residential,4.9,67.9,231,529
02-06-2006,Rajasthan,Jaipur,Chandpole,Residential,5.6,68.4,392,757
02-09-2006,Rajasthan,Jaipur,Chandpole,Residential,4.8,61.6,234,819
13-02-2006,Rajasthan,Jaipur,Chandpole,Residential,4.9,73.1,400,757
16-02-2006,Rajasthan,Jaipur,Chandpole,Residential,4.9,61.1,246,572
20-02-2006,Rajasthan,Jaipur,Chandpole,Residential,4.9,58.8,331,513
23-02-2006,Rajasthan,Jaipur,Chandpole,Residential,4.9,58,157,496
27-02-2006,Rajasthan,Jaipur,Chandpole,Residential,5.9,57.6,208,775
03-02-2006,Rajasthan,Jaipur,Chandpole,Residential,4.5,41,96,540
03-06-2006,Rajasthan,Jaipur,Chandpole,Residential,6.5,23.6,118,450
03-09-2006,Rajasthan,Jaipur,Chandpole,Residential,3.5,26.8,106,451
13-03-2006,Rajasthan,Jaipur,Chandpole,Residential,3.2,30.2,151,494
16-03-2006,Rajasthan,Jaipur,Chandpole,Residential,3.7,31.6,121,423
20-03-2006,Rajasthan,Jaipur,Chandpole,Residential,4.1,42.1,90,401
23-03-2006,Rajasthan,Jaipur,Chandpole,Residential,4.5,39.1,131,416
27-03-2006,Rajasthan,Jaipur,Chandpole,Residential,9.5,40.2,132,359
30-03-2006,Rajasthan,Jaipur,Chandpole,Residential,4.4,49.6,225,531
04-03-2006,Rajasthan,Jaipur,Chandpole,Residential,5.1,49.5,136,466
04-06-2006,Rajasthan,Jaipur,Chandpole,Residential,3.7,44.8,190,468
13-04-2006,Rajasthan,Jaipur,Chandpole,Residential,6.8,56.2,236,599
17-04-2006,Rajasthan,Jaipur,Chandpole,Residential,5.9,52.2,341,983
20-04-2006,Rajasthan,Jaipur,Chandpole,Residential,4.6,50.6,305,855
24-04-2006,Rajasthan,Jaipur,Chandpole,Residential,4.1,56.9,269,708
27-04-2006,Rajasthan,Jaipur,Chandpole,Residential,6,57.3,262,737
05-01-2006,Rajasthan,Jaipur,Chandpole,Residential,6.2,46.2,341,957
05-04-2006,Rajasthan,Jaipur,Chandpole,Residential,4.8,53,287,731
05-08-2006,Rajasthan,Jaipur,Chandpole,Residential,5.1,42.8,597,1031
05-11-2006,Rajasthan,Jaipur,Chandpole,Residential,5.1,48.4,268,740
15-05-2006,Rajasthan,Jaipur,Chandpole,Residential,5.4,41.4,121,516
18-05-2006,Rajasthan,Jaipur,Chandpole,Residential,5,51.5,137,679
22-05-2006,Rajasthan,Jaipur,Chandpole,Residential,4.7,46.9,178,526
25-05-2006,Rajasthan,Jaipur,Chandpole,Residential,5.7,45.4,156,534
29-05-2006,Rajasthan,Jaipur,Chandpole,Residential,4.9,36.8,180,634
06-01-2006,Rajasthan,Jaipur,Chandpole,Residential,4.7,39.1,97,466
06-05-2006,Rajasthan,Jaipur,Chandpole,Residential,4.8,47.6,142,609
06-08-2006,Rajasthan,Jaipur,Chandpole,Residential,4.9,44.5,133,524
06-12-2006,Rajasthan,Jaipur,Chandpole,Residential,4,49.5,238,647
15-06-2006,Rajasthan,Jaipur,Chandpole,Residential,4.2,42.5,175,701
19-06-2006,Rajasthan,Jaipur,Chandpole,Residential,4.3,41.9,426,675
22-06-2006,Rajasthan,Jaipur,Chandpole,Residential,5,40.2,95,423
26-06-2006,Rajasthan,Jaipur,Chandpole,Residential,4.2,28.5,81,365
29-06-2006,Rajasthan,Jaipur,Chandpole,Residential,4.3,34.8,95,519
07-03-2006,Rajasthan,Jaipur,Chandpole,Residential,4.3,42.2,82,282
07-06-2006,Rajasthan,Jaipur,Chandpole,Residential,4.2,38.6,125,438
07-10-2006,Rajasthan,Jaipur,Chandpole,Residential,3.8,28,114,288
13-07-2006,Rajasthan,Jaipur,Chandpole,Residential,4.2,24,136,293
