Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
219,26-04-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,21,212,NA
219,30-04-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,20,314,NA
219,05-03-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,20,22,220,NA
219,05-07-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,18,22,261,NA
219,05-10-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,19,19,177,NA
219,14-05-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,14,21,153,NA
219,17-05-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,15,21,392,NA
219,21-05-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,14,21,251,NA
219,24-05-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,17,22,263,NA
219,28-05-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,17,21,273,NA
219,31-05-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,21,313,NA
219,06-04-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,24,475,NA
219,06-07-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,NA,NA,295,NA
219,06-11-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,23,283,NA
219,14-06-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,23,481,NA
219,18-06-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,22,286,NA
219,21-06-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,10,23,154,NA
219,25-06-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,24,236,NA
219,28-06-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,24,355,NA
219,07-02-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,9,23,301,NA
219,07-05-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,7,22,539,NA
219,07-09-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,8,22,100,NA
219,07-12-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,9,23,259,NA
219,16-07-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,10,23,142,NA
219,19-07-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,NA,NA,157,NA
219,23-07-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,10,20,112,NA
219,26-07-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,23,183,NA
219,30-07-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,24,181,NA
219,08-02-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,23,125,NA
219,08-06-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,22,153,NA
219,08-09-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,27,478,NA
219,13-08-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,22,394,NA
219,16-08-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,24,263,NA
219,20-08-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,23,227,NA
219,23-08-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,22,121,NA
219,27-08-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,10,23,271,NA
219,30-08-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,24,218,NA
219,09-03-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,8,20,136,NA
219,09-06-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,20,135,NA
219,09-10-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,7,19,182,NA
219,13-09-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,23,290,NA
219,17-09-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,22,291,NA
219,20-09-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,24,386,NA
219,24-09-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,14,23,245,NA
219,27-09-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,14,24,322,NA
219,10-01-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,24,302,NA
219,10-04-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,14,23,341,NA
219,10-08-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,23,296,NA
219,10-11-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,23,299,NA
219,15-10-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,24,209,NA
219,18-10-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,24,325,NA
219,22-10-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,23,258,NA
219,25-10-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,24,428,NA
219,29-10-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,24,152,NA
219,11-01-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,24,330,NA
219,11-05-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,23,256,NA
219,11-08-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,24,306,NA
219,11-12-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,24,283,NA
219,15-11-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,24,255,NA
219,19-11-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,24,289,NA
219,22-11-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,23,428,NA
219,26-11-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,23,287,NA
219,29-11-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,24,263,NA
219,12-03-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,23,191,NA
219,12-06-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,23,192,NA
219,12-10-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,23,260,NA
219,13-12-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,24,239,NA
219,17-12-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,23,283,NA
219,20-12-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,24,260,NA
219,24-12-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,23,204,NA
219,27-12-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,24,596,NA
219,31-12-2013,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,23,471,NA
372,01-03-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,20,148,NA
372,01-07-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,20,267,NA
372,01-10-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,19,213,NA
372,14-01-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,21,214,NA
372,17-01-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,22,109,NA
372,21-01-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,21,182,NA
372,24-01-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,21,212,NA
372,28-01-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,23,197,NA
372,31-01-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,23,161,NA
372,02-04-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,20,252,NA
372,02-07-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,20,133,NA
372,02-11-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,21,190,NA
372,14-02-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,20,177,NA
372,18-02-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,21,179,NA
372,21-02-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,22,256,NA
372,25-02-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,21,113,NA
372,28-02-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",10,24,127,NA
372,03-04-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,19,154,NA
372,03-07-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,20,273,NA
372,03-11-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,20,107,NA
372,14-03-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,19,236,NA
372,18-03-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,20,338,NA
372,21-03-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,20,248,NA
372,25-03-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",4,14,226,NA
372,28-03-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,22,460,NA
372,04-01-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,18,269,NA
372,04-04-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,19,215,NA
372,04-08-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,19,197,NA
372,04-11-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,19,460,NA
372,15-04-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,21,416,NA
372,18-04-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,21,361,NA
372,22-04-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,20,253,NA
372,25-04-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",NA,NA,216,NA
372,29-04-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,19,183,NA
372,05-02-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",4,16,315,NA
372,05-06-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",4,16,207,NA
372,05-09-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",4,15,99,NA
372,13-05-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",5,17,296,NA
372,16-05-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",4,18,298,NA
372,20-05-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",4,17,427,NA
372,23-05-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",4,15,374,NA
372,27-05-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",4,17,335,NA
372,30-05-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",4,16,277,NA
372,06-03-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",11,22,354,NA
372,06-06-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",11,18,254,NA
372,06-10-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,22,394,NA
372,13-06-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,21,176,NA
372,17-06-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,21,434,NA
372,20-06-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,22,231,NA
372,24-06-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,25,226,NA
372,27-06-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,20,212,NA
372,07-01-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",5,16,200,NA
372,07-04-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,21,150,NA
372,07-08-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,20,180,NA
372,07-11-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,18,93,NA
372,15-07-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,19,95,NA
372,18-07-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,20,160,NA
372,22-07-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,19,79,NA
372,25-07-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,21,297,NA
372,29-07-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,21,80,NA
372,08-01-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,18,152,NA
372,08-05-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,18,115,NA
372,08-08-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,18,213,NA
372,08-12-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,19,333,NA
372,19-08-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,17,173,NA
372,22-08-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,18,237,NA
372,26-08-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,17,337,NA
372,29-08-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,17,111,NA
372,09-02-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,17,105,NA
372,09-05-2013,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,18,349,NA
