Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
219,25-03-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,19,26,39,NA
219,29-03-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,18,21,94,NA
219,04-01-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,14,24,88,NA
219,04-05-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,16,79,NA
219,04-08-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,7,18,80,NA
219,04-12-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,22,150,NA
219,15-04-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,21,75,NA
219,19-04-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,25,31,72,NA
219,22-04-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,15,26,106,NA
219,26-04-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,20,150,NA
219,29-04-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,6,19,89,NA
219,05-03-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,6,17,107,NA
219,05-06-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,24,32,163,NA
219,05-10-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,20,21,253,NA
219,13-05-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,16,33,164,NA
219,17-05-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,14,28,103,NA
219,20-05-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,5,9,141,NA
219,24-05-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,16,25,84,NA
219,27-05-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,8,19,54,NA
219,31-05-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,23,135,NA
219,06-03-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,10,16,274,NA
219,06-07-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,21,291,NA
219,06-10-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,31,296,NA
219,14-06-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,20,227,NA
219,17-06-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,9,16,204,NA
219,21-06-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,14,20,191,NA
219,24-06-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,17,100,NA
219,28-06-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,17,67,NA
219,11-01-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,19,21,138,NA
219,11-04-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,22,270,NA
219,11-08-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,18,112,NA
219,11-11-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,20,138,NA
219,15-11-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,15,22,108,NA
219,18-11-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,16,94,NA
219,22-11-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,14,22,189,NA
219,25-11-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,14,18,141,NA
219,29-11-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,19,90,NA
219,12-02-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,22,101,NA
219,12-06-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,22,71,NA
219,12-09-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,23,183,NA
219,13-12-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,20,238,NA
219,16-12-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,22,156,NA
219,20-12-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,23,229,NA
219,23-12-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,22,215,NA
219,27-12-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,22,252,NA
219,30-12-2011,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,19,191,NA
372,01-03-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,43,87,NA
372,01-06-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",11,14,154,NA
372,01-10-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",17,24,239,NA
372,13-01-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",16,25,309,NA
372,17-01-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",17,29,195,NA
372,20-01-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",11,21,191,NA
372,24-01-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,16,234,NA
372,27-01-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",12,19,127,NA
372,31-01-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,19,158,NA
372,02-03-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",16,27,353,NA
372,02-07-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",13,28,68,NA
372,02-10-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",13,23,132,NA
372,14-02-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,20,80,NA
372,17-02-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",13,21,95,NA
372,21-02-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",13,24,127,NA
372,24-02-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,20,185,NA
372,28-02-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,19,82,NA
372,03-03-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",16,19,77,NA
372,03-07-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",10,14,66,NA
372,03-10-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",5,10,178,NA
372,14-03-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",13,13,139,NA
372,17-03-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,14,102,NA
372,21-03-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",19,34,167,NA
372,24-03-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",18,32,118,NA
372,28-03-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",17,48,246,NA
372,31-03-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",17,30,109,NA
372,04-04-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",14,22,144,NA
372,04-07-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",11,17,143,NA
372,04-11-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,15,82,NA
372,14-04-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",15,17,91,NA
372,18-04-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",13,15,169,NA
372,21-04-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",15,30,98,NA
372,25-04-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",12,15,135,NA
372,28-04-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",14,17,199,NA
372,05-02-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,14,138,NA
372,05-05-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",13,23,136,NA
372,05-09-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",22,31,240,NA
372,05-12-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",12,20,198,NA
372,16-05-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",17,28,241,NA
372,19-05-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",19,29,135,NA
372,23-05-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",15,26,97,NA
372,26-05-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",11,18,179,NA
372,30-05-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",15,18,94,NA
372,06-02-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,14,146,NA
372,06-06-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,24,237,NA
372,06-09-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,23,129,NA
372,13-06-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,14,213,NA
372,16-06-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,19,166,NA
372,20-06-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,26,154,NA
372,23-06-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,11,106,NA
372,27-06-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,28,39,NA
372,30-06-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",12,29,97,NA
372,11-03-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,20,235,NA
372,11-07-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",14,23,133,NA
372,11-10-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",10,20,158,NA
372,14-11-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",11,26,217,NA
372,17-11-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",11,18,209,NA
372,21-11-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",13,21,312,NA
372,24-11-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,18,304,NA
372,28-11-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",10,19,273,NA
372,12-01-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,18,160,NA
372,12-05-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,20,242,NA
372,12-08-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",10,19,186,NA
372,12-12-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",16,19,258,NA
372,15-12-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",5,21,267,NA
372,19-12-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,20,363,NA
372,22-12-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,19,203,NA
372,26-12-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,20,405,NA
372,29-12-2011,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,18,312,NA
373,01-01-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,19,35,649,NA
373,01-05-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,16,27,230,NA
373,01-08-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,26,201,NA
373,01-12-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,19,22,274,NA
373,15-01-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,20,23,163,NA
373,19-01-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,20,143,NA
373,22-01-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,15,17,203,NA
373,29-01-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,17,25,680,NA
373,02-02-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,24,787,NA
373,02-05-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,14,31,319,NA
373,02-09-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,26,252,NA
373,02-12-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,27,110,NA
373,16-02-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,25,56,NA
373,19-02-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,25,406,NA
373,23-02-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,8,17,345,NA
373,26-02-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,18,27,266,NA
373,03-02-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,21,144,NA
373,03-05-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,18,664,NA
373,03-09-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,19,937,NA
373,03-12-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,20,489,NA
373,16-03-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,14,1156,NA
373,19-03-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,14,15,1288,NA
373,23-03-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,15,23,357,NA
373,26-03-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,20,33,235,NA
373,30-03-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,17,545,NA
373,04-02-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,29,672,NA
373,04-06-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,9,21,156,NA
373,04-09-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,20,94,NA
373,13-04-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,24,179,NA
373,16-04-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,8,17,182,NA
373,20-04-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,7,14,169,NA
373,23-04-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,15,34,99,NA
373,27-04-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,14,26,132,NA
373,30-04-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,9,20,265,NA
373,05-04-2011,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,28,313,NA
