Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
19-10-2009,Rajasthan,Alwar,Regional Office,Residential and others,6.7,16.5,204,444
22-10-2009,Rajasthan,Alwar,Regional Office,Residential and others,5.9,16.9,228,433
26-10-2009,Rajasthan,Alwar,Regional Office,Residential and others,6.2,17.4,277,453
29-10-2009,Rajasthan,Alwar,Regional Office,Residential and others,7,16.6,195,369
11-02-2009,Rajasthan,Alwar,Regional Office,Residential and others,6.8,22.7,271,470
11-05-2009,Rajasthan,Alwar,Regional Office,Residential and others,7.9,18.1,260,462
11-09-2009,Rajasthan,Alwar,Regional Office,Residential and others,7.6,20.8,198,470
11-12-2009,Rajasthan,Alwar,Regional Office,Residential and others,7.9,17.8,198,412
16-11-2009,Rajasthan,Alwar,Regional Office,Residential and others,8.4,20.9,177,226
19-11-2009,Rajasthan,Alwar,Regional Office,Residential and others,6.5,17.4,289,522
23-11-2009,Rajasthan,Alwar,Regional Office,Residential and others,7.3,18.2,290,487
26-11-2009,Rajasthan,Alwar,Regional Office,Residential and others,7,17,366,647
30-11-2009,Rajasthan,Alwar,Regional Office,Residential and others,6.7,17.3,357,575
12-03-2009,Rajasthan,Alwar,Regional Office,Residential and others,6.7,18.1,429,589
12-07-2009,Rajasthan,Alwar,Regional Office,Residential and others,7.9,18.9,235,418
12-10-2009,Rajasthan,Alwar,Regional Office,Residential and others,7.4,15.6,412,597
14-12-2009,Rajasthan,Alwar,Regional Office,Residential and others,22.3,16,335,539
17-12-2009,Rajasthan,Alwar,Regional Office,Residential and others,6.4,17.1,164,358
21-12-2009,Rajasthan,Alwar,Regional Office,Residential and others,6.6,15.9,197,318
24-12-2009,Rajasthan,Alwar,Regional Office,Residential and others,7.9,17.1,270,619
28-12-2009,Rajasthan,Alwar,Regional Office,Residential and others,7.5,18.9,378,666
31-12-2009,Rajasthan,Alwar,Regional Office,Residential and others,6.7,17.9,345,627
01-03-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.3,33,70,137
01-07-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.5,33,75,129
01-10-2009,Rajasthan,Jaipur,MIA,Industrial Areas,6,34,123,163
14-01-2009,Rajasthan,Jaipur,MIA,Industrial Areas,4.7,30.7,68,120
17-01-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.7,32,93,135
21-01-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.2,30.2,63,175
24-01-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.7,31.3,96,240
28-01-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.5,30.8,57,157
31-01-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.7,32.7,70,178
02-04-2009,Rajasthan,Jaipur,MIA,Industrial Areas,6.3,35.8,55,166
02-07-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.8,31.7,66,156
02-11-2009,Rajasthan,Jaipur,MIA,Industrial Areas,6.2,38,66,115
14-02-2009,Rajasthan,Jaipur,MIA,Industrial Areas,6.5,45.2,51,166
18-02-2009,Rajasthan,Jaipur,MIA,Industrial Areas,6,34.5,65,206
21-02-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.3,35.8,53,164
25-02-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.2,32.2,70,237
28-02-2009,Rajasthan,Jaipur,MIA,Industrial Areas,6,36.2,53,161
03-04-2009,Rajasthan,Jaipur,MIA,Industrial Areas,6.2,37,88,326
03-07-2009,Rajasthan,Jaipur,MIA,Industrial Areas,4.8,36.7,76,269
03-11-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.8,35.3,44,144
14-03-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.8,37,69,210
18-03-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.8,35.8,47,147
25-03-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.8,36.5,62,293
28-03-2009,Rajasthan,Jaipur,MIA,Industrial Areas,4.7,29.2,81,305
04-01-2009,Rajasthan,Jaipur,MIA,Industrial Areas,6,36.8,115,243
04-04-2009,Rajasthan,Jaipur,MIA,Industrial Areas,4.5,29.8,102,275
04-08-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.7,40,113,408
04-11-2009,Rajasthan,Jaipur,MIA,Industrial Areas,4.5,33.2,44,135
15-04-2009,Rajasthan,Jaipur,MIA,Industrial Areas,6.8,42.2,85,241
18-04-2009,Rajasthan,Jaipur,MIA,Industrial Areas,6.8,38.8,49,207
25-04-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.4,34.8,63,248
29-04-2009,Rajasthan,Jaipur,MIA,Industrial Areas,6.3,32.3,60,229
05-02-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.7,33.2,86,572
05-06-2009,Rajasthan,Jaipur,MIA,Industrial Areas,4.2,32,60,218
05-09-2009,Rajasthan,Jaipur,MIA,Industrial Areas,6,33.8,230,571
13-05-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.8,36.2,70,248
16-05-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.3,34,81,311
20-05-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.5,34.7,104,551
23-05-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.7,34.8,86,383
27-05-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.5,34.2,67,275
30-05-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.3,34.8,35,111
06-03-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.3,35,123,462
06-06-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.5,34.3,88,294
06-10-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.2,33.8,79,339
13-06-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.7,35.2,97,344
17-06-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.8,36,171,505
20-06-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.7,37.7,133,547
24-06-2009,Rajasthan,Jaipur,MIA,Industrial Areas,4.8,32.2,65,440
27-06-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.7,37.5,44,201
07-01-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.7,33.7,37,118
07-04-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5,35.7,50,133
07-08-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.8,34.3,33,140
07-11-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.5,32.8,37,83
15-07-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.2,32.5,40,151
18-07-2009,Rajasthan,Jaipur,MIA,Industrial Areas,4.7,33.5,36,107
22-07-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.3,34.2,22,46
25-07-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.5,34,16,33
29-07-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.5,34.2,62,125
08-01-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.7,35.3,70,135
08-08-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.7,35.8,64,140
08-12-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.5,34.5,60,107
15-08-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.2,30.7,44,56
19-08-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.2,32,75,134
22-08-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.3,33.8,63,139
26-08-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.5,34.2,44,99
29-08-2009,Rajasthan,Jaipur,MIA,Industrial Areas,4.7,33.2,39,63
09-02-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.3,34.8,29,67
09-05-2009,Rajasthan,Jaipur,MIA,Industrial Areas,3.8,32.7,48,77
09-09-2009,Rajasthan,Jaipur,MIA,Industrial Areas,3.8,31.2,27,41
09-12-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.3,34.7,32,75
16-09-2009,Rajasthan,Jaipur,MIA,Industrial Areas,4.3,31.8,91,180
19-09-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.3,35.5,87,243
23-09-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.3,36,81,267
26-09-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.5,36.2,77,208
30-09-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.3,35.7,80,171
10-03-2009,Rajasthan,Jaipur,MIA,Industrial Areas,4.8,31.5,48,211
10-07-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.2,31.2,74,149
10-10-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.5,31.7,77,183
14-10-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.5,32.2,83,202
15-10-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.2,23.5,67,122
16-10-2009,Rajasthan,Jaipur,MIA,Industrial Areas,6,33.8,77,197
17-10-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.5,32,90,261
18-10-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.6,30.6,77,232
21-10-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.5,29.7,95,226
24-10-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.5,31.3,132,348
28-10-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.4,34.2,127,326
31-10-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.5,37.5,129,312
11-04-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.6,35.6,53,180
11-07-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.5,36.3,77,217
11-11-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.7,33.5,68,154
14-11-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.3,35.3,115,165
18-11-2009,Rajasthan,Jaipur,MIA,Industrial Areas,4.8,38,98,197
21-11-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.3,34.2,119,248
25-11-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.8,42.7,110,245
28-11-2009,Rajasthan,Jaipur,MIA,Industrial Areas,4.8,39,137,269
12-02-2009,Rajasthan,Jaipur,MIA,Industrial Areas,4.3,40.5,115,227
12-05-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.7,37.8,89,187
12-09-2009,Rajasthan,Jaipur,MIA,Industrial Areas,4.8,55.2,229,247
12-12-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.7,37,87,176
16-12-2009,Rajasthan,Jaipur,MIA,Industrial Areas,4.3,39.3,105,183
19-12-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.5,34.3,98,233
23-12-2009,Rajasthan,Jaipur,MIA,Industrial Areas,4.8,39.7,92,193
25-12-2009,Rajasthan,Jaipur,MIA,Industrial Areas,6,41.7,329,466
26-12-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5.3,39,99,217
30-12-2009,Rajasthan,Jaipur,MIA,Industrial Areas,5,39,155,269
01-03-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,7,42.3,393,606
01-07-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.8,41,333,593
01-10-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,7.4,42.8,431,614
14-01-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.5,35.7,239,291
17-01-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.5,40,225,455
21-01-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.5,34.2,221,295
24-01-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.5,39.2,375,511
28-01-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.8,40.2,284,520
31-01-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,7,41,236,461
02-04-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,7.2,56.3,230,473
02-07-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.3,38.5,184,244
02-11-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,7.3,54.5,191,314
14-02-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,7.8,59,259,395
18-02-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.2,40.3,205,343
21-02-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6,40.8,215,388
25-02-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,5.8,39,287,508
28-02-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,7,48.8,216,298
03-04-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,7,50,425,608
03-07-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6,41.2,273,416
03-11-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6,39.5,159,333
14-03-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.8,46.3,300,567
18-03-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,7.3,48,346,547
21-03-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,7,46.5,261,324
25-03-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,7.2,48.3,203,939
28-03-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,7.5,38.3,386,587
04-01-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.8,48.8,210,458
04-04-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,5.8,37.3,381,552
04-08-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6,36.2,352,579
04-11-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,5.8,38.5,450,580
15-04-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.8,39.3,387,556
18-04-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.8,46,173,556
22-04-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.7,41.8,363,702
25-04-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,7,48,156,304
29-04-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.5,39,338,563
05-02-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.4,36,767,1238
05-06-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,7,43.8,418,521
05-09-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.3,40.3,365,595
13-05-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.5,40.8,374,600
16-05-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,7.3,41.5,310,507
20-05-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,7.2,41.8,711,843
23-05-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.6,40.6,537,784
27-05-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.5,39.5,270,492
30-05-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.5,40.3,160,507
06-03-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,7,41.7,456,622
06-06-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.5,41,285,514
06-10-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,NA,NA,NA,NA
13-06-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.5,40,422,524
17-06-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.8,41.3,145,207
20-06-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.5,40,297,471
24-06-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.8,44.7,240,773
27-06-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.5,41.3,165,318
07-01-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.3,37.3,173,296
07-04-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,5.5,37.7,225,357
07-08-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.2,37.2,237,632
07-11-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,5.8,35.2,140,250
15-07-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,5.8,35.7,227,522
18-07-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,5.8,38.4,97,669
22-07-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.2,39.7,112,247
25-07-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.6,37.8,89,220
29-07-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.7,39,119,250
08-01-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.8,38.8,234,437
08-05-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.8,40,158,487
08-08-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.6,39,103,289
08-12-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.3,37,141,376
15-08-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,5.4,33.8,84,514
19-08-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,5.7,36.7,81,188
22-08-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.3,37.8,76,169
26-08-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.2,37.6,107,232
29-08-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,5.3,37.2,176,352
09-02-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.2,38.2,152,300
09-05-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6,37.4,127,219
09-09-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,5.5,35.3,106,230
09-12-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.2,39.2,157,323
16-09-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,5.5,33.2,119,273
19-09-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.3,41,254,522
23-09-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.8,45.7,273,455
26-09-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.8,46.2,263,527
30-09-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,7,51.6,325,617
10-03-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,5.8,36.2,211,564
10-07-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.2,36.2,232,420
10-10-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,7,36.2,257,604
14-10-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,7,53.2,289,498
15-10-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,7.4,41.4,132,404
16-10-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.7,41.8,178,338
17-10-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.2,37.3,93,218
18-10-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.4,36.6,110,229
21-10-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.6,39.2,290,521
24-10-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,7,46.7,371,583
28-10-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,7.5,47.7,353,608
31-10-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,7.3,55.8,527,728
11-04-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.8,45,269,642
11-07-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,7,45.3,305,529
11-11-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.6,46,354,646
14-11-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.5,44,216,422
18-11-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,5.7,43.5,186,360
21-11-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.8,46.2,226,489
25-11-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.8,51.5,295,385
28-11-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6,44.4,446,711
12-02-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.2,44.5,557,810
12-05-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.8,45.8,320,570
12-09-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,5.8,43,371,751
12-12-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.7,50.2,312,644
16-12-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6,44.4,288,574
19-12-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,6.7,47.7,281,536
23-12-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,5.5,45.3,336,564
26-12-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,5.8,47,230,444
30-12-2009,Rajasthan,Jaipur,VKIA,Industrial Areas,5.3,45.3,433,838
01-02-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6.4,35.8,129,395
01-06-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6.2,34,121,342
01-09-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6.7,37.7,149,324
13-01-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6,34.3,209,467
16-01-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.8,35,128,390
20-01-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.8,35.8,110,359
23-01-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6,34.5,126,525
27-01-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6.2,33.8,103,287
30-01-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.5,34.5,100,320
02-03-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.3,36.7,114,342
02-06-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6.2,36.6,150,497
02-10-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6.5,38.2,143,553
13-02-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6.8,43,107,328
17-02-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.5,39.3,118,289
20-02-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6.7,42.3,104,255
24-02-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6,43.2,114,338
27-02-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6.5,40.2,84,326
03-03-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,7.3,46.3,123,567
03-06-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.8,41.2,122,370
03-10-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6.2,37.7,70,309
13-03-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6,39.3,109,278
17-03-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6,38.3,123,292
20-03-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6,36.8,172,506
24-03-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6,35.8,109,389
27-03-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.3,34.5,127,324
31-03-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6.2,36.8,105,277
04-03-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.8,40.7,135,393
04-07-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6.4,38.2,94,552
04-10-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.7,40.2,60,189
14-04-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6.3,37.8,113,355
17-04-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6.7,40,69,320
21-04-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6.5,40,142,437
24-04-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.8,36.5,154,524
05-01-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6,32.8,151,530
05-05-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6,36.2,175,557
05-08-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.7,34.8,101,403
05-12-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.8,33.5,89,200
15-05-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6.8,38.5,113,384
19-05-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6.3,37,142,456
22-05-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6.2,39.5,148,471
26-05-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.8,36.5,110,405
29-05-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6.3,37.7,82,319
06-02-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6.3,36.5,67,302
06-05-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.8,34,139,354
06-09-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.3,33.7,111,342
06-12-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.8,36.4,306,650
16-06-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6,46.3,106,384
19-06-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.8,40.5,120,438
23-06-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6.5,39.3,74,319
26-06-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6.3,40,60,296
30-06-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.8,36,32,187
07-03-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5,39,53,291
07-07-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5,33.8,45,266
07-10-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6,34.2,31,165
14-07-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.8,35,39,157
17-07-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.2,34.7,28,107
21-07-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6,33.8,34,118
24-07-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.8,36.3,32,74
28-07-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.8,37,48,300
31-07-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.8,36.7,27,261
08-04-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6,37,64,169
08-07-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.7,35.7,37,159
08-11-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.7,34.5,46,281
14-08-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5,29.7,53,171
18-08-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.2,34.5,26,179
21-08-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.8,35.3,32,162
25-08-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5,34.2,32,230
28-08-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.4,31.2,17,76
09-01-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.8,34.4,41,132
09-04-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.7,33.2,28,96
09-08-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.2,32.8,40,126
09-11-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6,37.3,194,409
15-09-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.5,32,22,126
18-09-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.8,37.5,76,303
22-09-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.8,37.2,84,354
25-09-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.8,38,68,298
29-09-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6,38.3,56,163
10-02-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.3,29.3,98,170
10-06-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.7,30.8,78,151
10-09-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.5,31.5,55,195
13-10-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6.4,33.4,86,248
15-10-2009,Rajasthan,Jaipur,Ajmeri Gate,Residential,6,38.8,66,210
