Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
20-02-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4,24,42,107
23-02-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4,16.5,53,118
27-02-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4,20.7,67,294
03-02-2007,Rajasthan,Jaipur,MIA,Industrial Areas,3.7,19.7,48,111
03-06-2007,Rajasthan,Jaipur,MIA,Industrial Areas,3.7,18.7,28,114
03-09-2007,Rajasthan,Jaipur,MIA,Industrial Areas,3,15.7,43,232
13-03-2007,Rajasthan,Jaipur,MIA,Industrial Areas,3.3,16.5,41,161
16-03-2007,Rajasthan,Jaipur,MIA,Industrial Areas,3.8,18.3,46,102
20-03-2007,Rajasthan,Jaipur,MIA,Industrial Areas,3.7,19.5,61,186
23-03-2007,Rajasthan,Jaipur,MIA,Industrial Areas,3.8,19,71,222
27-03-2007,Rajasthan,Jaipur,MIA,Industrial Areas,3.8,20.2,78,200
30-03-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.7,18.3,77,240
04-03-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4,17.2,66,195
04-06-2007,Rajasthan,Jaipur,MIA,Industrial Areas,3.7,16.5,73,252
04-10-2007,Rajasthan,Jaipur,MIA,Industrial Areas,3.7,24,94,246
13-04-2007,Rajasthan,Jaipur,MIA,Industrial Areas,3.7,20.7,80,265
17-04-2007,Rajasthan,Jaipur,MIA,Industrial Areas,9,23.8,108,310
20-04-2007,Rajasthan,Jaipur,MIA,Industrial Areas,3.7,23.8,108,299
24-04-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4,23.8,127,280
27-04-2007,Rajasthan,Jaipur,MIA,Industrial Areas,13,17.4,69,213
05-01-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.2,21.2,77,286
05-04-2007,Rajasthan,Jaipur,MIA,Industrial Areas,3,11.3,132,332
05-08-2007,Rajasthan,Jaipur,MIA,Industrial Areas,3.7,15,148,397
05-11-2007,Rajasthan,Jaipur,MIA,Industrial Areas,3.3,18.5,115,355
15-05-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4,17.8,102,333
18-05-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.2,19.3,89,441
22-05-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4,19.5,137,357
25-05-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.8,12.8,114,371
29-05-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.3,16.3,73,295
06-01-2007,Rajasthan,Jaipur,MIA,Industrial Areas,3.7,17,105,330
06-05-2007,Rajasthan,Jaipur,MIA,Industrial Areas,3.7,13.5,42,229
06-08-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4,14,89,361
06-12-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.2,18,74,260
15-06-2007,Rajasthan,Jaipur,MIA,Industrial Areas,3.8,16,86,273
19-06-2007,Rajasthan,Jaipur,MIA,Industrial Areas,3.8,11.2,59,352
26-06-2007,Rajasthan,Jaipur,MIA,Industrial Areas,3.8,17.7,39,154
07-03-2007,Rajasthan,Jaipur,MIA,Industrial Areas,3.8,15,26,132
07-06-2007,Rajasthan,Jaipur,MIA,Industrial Areas,3,16.8,41,306
07-10-2007,Rajasthan,Jaipur,MIA,Industrial Areas,3.5,12.3,19,92
13-07-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.3,11,59,145
17-07-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.5,13.7,37,97
18-07-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.3,15.8,115,165
20-07-2007,Rajasthan,Jaipur,MIA,Industrial Areas,3.3,12.7,53,187
24-07-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.3,13.8,64,179
27-07-2007,Rajasthan,Jaipur,MIA,Industrial Areas,3.7,13,45,144
31-07-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4,18.5,56,104
08-03-2007,Rajasthan,Jaipur,MIA,Industrial Areas,NA,NA,49,193
08-07-2007,Rajasthan,Jaipur,MIA,Industrial Areas,5.2,11.4,21,43
08-10-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.5,18.5,27,64
14-08-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.4,16.8,59,87
17-08-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.2,9,38,91
21-08-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.5,18.2,35,87
24-08-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.3,19,32,115
28-08-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.2,22.5,32,77
31-08-2007,Rajasthan,Jaipur,MIA,Industrial Areas,3.8,23.2,25,63
09-04-2007,Rajasthan,Jaipur,MIA,Industrial Areas,3.7,19.2,47,82
09-07-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4,20.2,41,68
09-11-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.2,17.8,55,89
14-09-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4,18.2,27,117
18-09-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.2,22.2,41,89
21-09-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.7,22.8,34,81
26-09-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.6,22,39,196
29-09-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.5,17.3,55,164
10-03-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.8,21.5,62,123
10-06-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.5,22.7,72,183
10-10-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4,18.8,82,174
13-10-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.2,24.7,70,209
17-10-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.7,27.8,77,196
20-10-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.7,29.2,74,177
23-10-2007,Rajasthan,Jaipur,MIA,Industrial Areas,5.3,38.5,172,274
24-10-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.3,29.8,90,176
27-10-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.3,28.3,109,222
31-10-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4,27,103,215
11-03-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.2,27.3,113,213
11-07-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4,23.7,77,188
11-08-2007,Rajasthan,Jaipur,MIA,Industrial Areas,5.3,26.5,134,252
11-09-2007,Rajasthan,Jaipur,MIA,Industrial Areas,5.8,31.7,147,260
11-10-2007,Rajasthan,Jaipur,MIA,Industrial Areas,5.5,25.7,68,168
14-11-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.3,25.7,81,171
17-11-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.2,25.7,93,156
21-11-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.2,26,64,162
24-11-2007,Rajasthan,Jaipur,MIA,Industrial Areas,5.7,27.3,94,217
28-11-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.8,25.3,78,168
12-01-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.7,23.5,104,190
12-05-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.2,24.8,61,138
12-08-2007,Rajasthan,Jaipur,MIA,Industrial Areas,3.8,21.3,102,189
12-12-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.8,25.2,195,305
15-12-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.3,24.5,84,165
19-12-2007,Rajasthan,Jaipur,MIA,Industrial Areas,5.7,28.3,74,157
22-12-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.3,25.5,100,261
26-12-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.7,23,67,169
29-12-2007,Rajasthan,Jaipur,MIA,Industrial Areas,4.3,23.2,82,154
01-03-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,51.3,48.7,321,464
01-06-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,18,36.6,191,319
13-01-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,6.8,20.5,301,516
17-01-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,24,29.8,478,701
20-01-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,23.2,32.2,362,693
24-01-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,9.8,32.2,236,405
27-01-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,15.5,31,392,651
31-01-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,11.2,28.2,427,561
02-03-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,11.3,32.3,253,485
02-07-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,9.2,30.6,183,441
02-10-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,4.8,27.4,63,131
14-02-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,63.5,29.8,426,591
17-02-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,23,36.2,230,438
21-02-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,5.3,33.8,246,357
24-02-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,9.2,26,230,370
28-02-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,6.2,27.8,190,329
03-03-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,5.8,37,130,219
03-07-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,6,35.8,197,413
03-10-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,8.6,27.4,328,646
14-03-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,10,22.3,285,365
17-03-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,8.2,27.2,326,482
21-03-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,12.2,33.2,435,670
24-03-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,9.8,32.4,272,465
28-03-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,9.3,31.2,391,469
31-03-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,7.4,32.8,240,417
04-04-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,8.8,30.3,359,533
04-07-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,NA,NA,511,663
04-11-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,7,29.2,192,439
14-04-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,5.8,28.3,198,509
18-04-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,6.4,33.6,194,569
21-04-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,6.2,29.6,149,502
25-04-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,6.2,20.4,158,403
28-04-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,7,34,226,444
05-02-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,15,26.5,174,576
05-05-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,10,29.3,242,577
05-09-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,27,41.7,221,435
05-12-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,12.2,33.8,246,620
16-05-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,13.5,NA,260,516
19-05-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,11.4,22.6,243,751
23-05-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,11.3,26.2,178,425
26-05-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,8.5,19,220,686
30-05-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,6.3,20.8,133,489
06-02-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,7.2,25.6,216,510
06-06-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,8,30.8,144,413
06-09-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,8.5,26.2,353,624
13-06-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,18.2,18.7,95,342
16-06-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,11.5,13.8,184,535
20-06-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,8.4,19.2,122,460
23-06-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,9.8,25.6,201,609
27-06-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,7,23,64,208
30-06-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,8,20.3,191,303
07-04-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,4.5,31,68,237
07-07-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,7.5,24,88,132
07-11-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,8.5,20.5,74,186
14-07-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,12.2,22.8,116,318
18-07-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,6.7,20.5,78,216
21-07-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,6.5,20.5,102,252
25-07-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,5.2,23.5,166,318
28-07-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,8,25.8,52,215
08-01-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,9.2,20,73,247
08-04-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,7.3,18.7,110,211
08-08-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,6.2,23.2,64,139
08-11-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,6.4,26.2,192,310
15-08-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,9.4,20,117,328
18-08-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,6.5,23.8,115,288
22-08-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,5.5,19.3,81,126
25-08-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,6.3,31.3,144,344
29-08-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,6.3,29.5,80,135
09-01-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,5.5,16.8,103,220
09-05-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,5.6,18.2,128,261
09-08-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,6.5,21.3,97,198
09-12-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,5.8,20.5,80,149
15-09-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,7.8,33.2,121,181
19-09-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,6.7,32.7,98,225
22-09-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,6.7,33.2,79,367
26-09-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,6.5,33,126,372
29-09-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,6.5,33.2,144,338
10-03-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,6.7,33.2,132,323
10-06-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,6.2,34,88,273
10-10-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,6.3,34.8,99,279
17-10-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,6,35,132,284
20-10-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,5.8,33.5,132,260
24-10-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,5.8,34.7,230,384
27-10-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,5.6,36.4,157,342
31-10-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,5.6,35,189,339
11-03-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,5.8,34.3,190,413
11-07-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,5.7,36.8,286,450
11-08-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,6.2,39.3,240,455
11-09-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,7.4,42,146,439
11-10-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,6.3,40.5,178,298
14-11-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,6.6,38,246,447
17-11-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,6,35.7,231,313
21-11-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,5.7,36.8,225,477
24-11-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,5.8,36,359,734
28-11-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,NA,43.3,254,1015
12-01-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,5.4,37,320,548
12-05-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,5.7,39.3,196,342
12-08-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,6.2,38.8,187,404
12-12-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,6.3,42.3,187,387
15-12-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,6.2,42.8,306,450
19-12-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,6.5,43.2,345,542
22-12-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,6.2,44.7,259,469
26-12-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,6.8,47.3,207,405
29-12-2007,Rajasthan,Jaipur,VKIA,Industrial Areas,6.8,43.8,176,343
01-02-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.3,51,101,212
01-05-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.4,49.6,148,244
01-08-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,3.3,18,86,191
01-10-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,22.4,46.8,234,516
01-12-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.7,48.3,185,285
16-01-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.3,48,107,225
19-01-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.2,40.8,161,225
23-01-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.5,54.5,222,297
26-01-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4,46.5,118,241
30-01-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.3,51.3,102,237
02-02-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.4,41,162,339
02-06-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.3,45.8,172,395
02-09-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,3.5,32.5,121,238
13-02-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4,42.7,90,257
16-02-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,3.8,41.7,78,250
20-02-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.8,43.3,74,277
23-02-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.5,46,75,273
27-02-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.4,35,137,554
03-02-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4,31.3,79,344
03-06-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.2,39.7,110,295
03-09-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.2,37.7,80,447
13-03-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4,33.8,112,309
16-03-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4,42.2,88,243
20-03-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.2,43.5,99,292
23-03-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.3,41.3,115,339
27-03-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.8,40,117,361
30-03-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.2,46.3,214,515
04-03-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.2,46.8,111,292
04-06-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.2,56.2,115,377
04-10-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.2,45.8,117,368
13-04-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.3,46.2,123,361
17-04-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,6.2,56.7,125,527
20-04-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.7,45,130,592
24-04-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.5,42.2,98,345
27-04-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,5,40.3,87,414
05-01-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.5,48.3,79,379
05-04-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.3,34.2,82,381
05-08-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.7,40.7,95,283
05-11-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.3,37.3,107,397
15-05-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.7,46.3,100,387
18-05-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.8,43.2,103,414
22-05-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.7,41,93,390
25-05-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.5,39.2,98,398
29-05-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.7,39.8,79,365
06-01-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.2,41,118,319
06-05-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.8,42.3,74,337
06-08-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.5,42.8,118,659
06-12-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.3,43.3,47,248
15-06-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.5,37.8,81,248
19-06-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.5,32.7,60,415
22-06-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.2,35.7,53,245
26-06-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.5,39.2,40,160
29-06-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.3,33.8,58,129
17-07-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.5,35.8,41,126
20-07-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.3,28.8,86,207
24-07-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.8,31.8,52,166
27-07-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.3,35.8,39,77
31-07-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.8,35,38,88
08-03-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.5,25,48,79
08-07-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,5,26,26,39
08-10-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.5,27.2,22,37
14-08-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,5,25.5,26,76
17-08-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.5,23,63,105
24-08-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.2,27.7,33,126
28-08-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.2,34.8,41,89
31-08-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.8,33.3,37,85
09-04-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.7,25.7,74,166
09-07-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.2,28,37,72
09-11-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.3,30.3,65,156
14-09-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.3,28.5,50,256
18-09-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.5,36.5,46,266
21-09-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.7,37,39,143
25-09-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.3,36.3,52,139
28-09-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.5,37.3,65,199
10-02-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.2,34.6,124,204
10-05-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.2,33.8,81,183
10-09-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.3,33.3,85,164
10-12-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,5,33.8,97,275
16-10-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.5,33,115,244
19-10-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.6,30.2,82,203
23-10-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.5,30.5,82,246
26-10-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.8,31.2,107,246
30-10-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,5,30.5,98,203
11-02-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.7,30.8,142,260
11-06-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,5,32.4,186,349
11-07-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.5,40.3,141,208
11-08-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,6.8,47.7,146,221
11-09-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,13.2,57.5,164,321
11-10-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,6.2,45.7,103,227
13-11-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.7,43.2,109,189
16-11-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.8,44.3,96,190
20-11-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.8,39.7,148,244
27-11-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,5.5,40,141,324
30-11-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.8,38,133,270
12-04-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.7,36,133,270
12-07-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.8,37.3,127,250
12-11-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,5,40.8,223,400
14-12-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.5,45.2,101,246
18-12-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.2,41.2,149,289
21-12-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.5,40.2,143,328
25-12-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.8,43.2,92,333
28-12-2007,Rajasthan,Jaipur,Ajmeri Gate,Residential,4.8,42.3,117,291
01-01-2007,Rajasthan,Jaipur,Chandpole,Residential,6.2,45.5,161,289
01-04-2007,Rajasthan,Jaipur,Chandpole,Residential,6.3,53.2,116,349
01-08-2007,Rajasthan,Jaipur,Chandpole,Residential,5.5,58,160,419
01-11-2007,Rajasthan,Jaipur,Chandpole,Residential,9.6,47.2,247,504
15-01-2007,Rajasthan,Jaipur,Chandpole,Residential,5.3,50.8,190,499
18-01-2007,Rajasthan,Jaipur,Chandpole,Residential,4.7,43.2,188,380
22-01-2007,Rajasthan,Jaipur,Chandpole,Residential,4.7,40.2,172,421
25-01-2007,Rajasthan,Jaipur,Chandpole,Residential,4.7,58.2,219,505
29-01-2007,Rajasthan,Jaipur,Chandpole,Residential,5,55.8,294,631
02-01-2007,Rajasthan,Jaipur,Chandpole,Residential,4.8,46.5,135,410
02-05-2007,Rajasthan,Jaipur,Chandpole,Residential,4.5,41.8,150,483
02-08-2007,Rajasthan,Jaipur,Chandpole,Residential,4.5,42.3,144,384
02-12-2007,Rajasthan,Jaipur,Chandpole,Residential,4,42,98,186
15-02-2007,Rajasthan,Jaipur,Chandpole,Residential,4.5,40.5,92,343
19-02-2007,Rajasthan,Jaipur,Chandpole,Residential,4.5,40.7,112,378
26-02-2007,Rajasthan,Jaipur,Chandpole,Residential,4.5,43.8,153,403
03-01-2007,Rajasthan,Jaipur,Chandpole,Residential,4.7,46.3,70,215
