Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,PM 2.5
372,01-02-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,18,330,NA
372,01-06-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,20,248,NA
372,01-09-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,20,321,NA
372,13-01-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,21,305,NA
372,16-01-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,20,450,NA
372,20-01-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,20,317,NA
372,23-01-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,19,230,NA
372,27-01-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,20,340,NA
372,30-01-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,20,224,NA
372,02-03-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,20,368,NA
372,02-06-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,20,216,NA
372,02-10-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,21,292,NA
372,13-02-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,20,373,NA
372,17-02-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,20,302,NA
372,20-02-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,21,291,NA
372,24-02-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,20,233,NA
372,27-02-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,20,277,NA
372,03-03-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,19,191,NA
372,03-06-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,21,285,NA
372,03-10-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,21,194,NA
372,13-03-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,20,145,NA
372,17-03-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,19,199,NA
372,20-03-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,20,147,NA
372,24-03-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,20,135,NA
372,27-03-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,20,161,NA
372,31-03-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,20,196,NA
372,04-03-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",10,20,96,NA
372,04-07-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",10,20,250,NA
372,04-10-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,21,200,NA
372,14-04-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,21,231,NA
372,17-04-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",10,21,183,NA
372,21-04-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,19,160,NA
372,24-04-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,20,109,NA
372,28-04-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,20,225,NA
372,05-01-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,20,181,NA
372,05-05-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,21,98,NA
372,05-08-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,20,187,NA
372,05-12-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,22,131,NA
372,15-05-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,21,203,NA
372,19-05-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,21,156,NA
372,22-05-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,20,197,NA
372,26-05-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,20,178,NA
372,29-05-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,21,210,NA
372,06-02-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,22,193,NA
372,06-05-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,21,133,NA
372,06-09-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,21,219,NA
372,06-12-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,23,173,NA
372,16-06-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,21,188,NA
372,19-06-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",10,20,164,NA
372,23-06-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,21,333,NA
372,26-06-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,21,159,NA
372,30-06-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,21,301,NA
372,07-03-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,21,106,NA
372,07-07-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,20,206,NA
372,07-10-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,20,243,NA
372,14-07-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,21,130,NA
372,17-07-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,23,213,NA
372,21-07-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,20,195,NA
372,24-07-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,21,126,NA
372,28-07-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,23,212,NA
372,31-07-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,20,279,NA
372,08-04-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,24,96,NA
372,08-07-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,22,159,NA
372,08-11-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,21,79,NA
372,14-08-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,20,161,NA
372,18-08-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,20,142,NA
372,21-08-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,20,179,NA
372,25-08-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,21,208,NA
372,28-08-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,19,115,NA
372,09-01-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,21,142,NA
372,09-04-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,21,127,NA
372,09-08-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,21,118,NA
372,09-11-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,20,75,NA
372,15-09-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,21,132,NA
372,18-09-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,21,134,NA
372,22-09-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,21,162,NA
372,25-09-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,21,221,NA
372,29-09-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,20,196,NA
372,10-02-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,19,254,NA
372,10-06-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,21,289,NA
372,10-09-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,21,296,NA
372,13-10-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,22,183,NA
372,16-10-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",12,24,232,NA
372,20-10-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,20,313,NA
372,23-10-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",12,27,355,NA
372,27-10-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,20,346,NA
372,30-10-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,21,271,NA
372,11-03-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,20,276,NA
372,11-06-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,20,257,NA
372,11-10-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,20,228,NA
372,13-11-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,21,277,NA
372,17-11-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,20,290,NA
372,20-11-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,20,292,NA
372,24-11-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,21,352,NA
372,27-11-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",4,20,375,NA
372,12-01-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",11,16,139,NA
372,12-04-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",13,19,277,NA
372,12-08-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",16,18,352,NA
372,12-11-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,17,290,NA
372,15-12-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",11,17,244,NA
372,18-12-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",13,17,298,NA
372,22-12-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",12,16,216,NA
372,25-12-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",13,17,311,NA
372,29-12-2014,Rajasthan,Alwar,"Regional Office, Rajasthan State Pollution Control Board, Alwar",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",10,16,314,NA
219,01-03-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,24,289.3333333,NA
219,01-07-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,23,194.6666667,NA
219,01-10-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,23,272,NA
219,14-01-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,23,324.3333333,NA
219,17-01-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,10,25,526.3333333,NA
219,21-01-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,24,355.3333333,NA
219,24-01-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,10,24,208,NA
219,28-01-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,24,212,NA
219,31-01-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,24,351,NA
219,02-04-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,23,211.3333333,NA
219,02-07-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,23,264.6666667,NA
219,02-11-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,23,374,NA
219,14-02-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,24,438,NA
219,18-02-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,22,218.3333333,NA
219,21-02-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,23,209.3333333,NA
219,25-02-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,24,102,NA
219,28-02-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,24,186.3333333,NA
219,03-04-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,23,256.6666667,NA
219,03-07-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,24,319.3333333,NA
219,03-11-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,14,24,294,NA
219,14-03-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,25,178.6666667,NA
219,18-03-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,24,316,NA
219,21-03-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,24,288,NA
219,25-03-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,24,300,NA
219,28-03-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,24,264.3333333,NA
219,04-01-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,24,193.6666667,NA
219,04-04-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,24,217.6666667,NA
219,04-08-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,24,274.3333333,NA
219,04-11-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,24,218.6666667,NA
219,15-04-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,23,148.6666667,NA
219,18-04-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,25,163.3333333,NA
219,22-04-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,24,214.6666667,NA
219,25-04-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,24,191,NA
219,29-04-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,24,206,NA
219,05-02-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,24,286,NA
219,05-06-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,24,211,NA
219,05-09-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,14,25,244.6666667,NA
219,13-05-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,23,360.6666667,NA
219,16-05-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,24,304,NA
219,20-05-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,24,248,NA
219,23-05-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,24,169.6666667,NA
219,27-05-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,23,214.3333333,NA
219,30-05-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,24,260.6666667,NA
219,06-03-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,24,229.3333333,NA
219,06-06-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,24,211.3333333,NA
219,06-10-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,24,266.6666667,NA
219,13-06-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,24,187,NA
219,17-06-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,24,191,NA
219,20-06-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,24,219.3333333,NA
219,24-06-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,24,224.3333333,NA
219,27-06-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,23,186,NA
219,07-01-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,23,235.6666667,NA
219,07-04-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,24,125,NA
219,07-08-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,23,202.3333333,NA
219,07-11-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,24,328,NA
219,15-07-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,25,199.3333333,NA
219,18-07-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,23,123.6666667,NA
219,22-07-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,24,166,NA
219,25-07-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,23,238,NA
219,29-07-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,24,230.6666667,NA
219,08-01-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,24,254.3333333,NA
219,08-05-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,25,177.6666667,NA
219,08-08-2014,Rajasthan,Alwar,"RIICO Pump House,  MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,25,138.6666667,NA
