Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,PM 2.5
373,27-12-2014,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,16.06666667,21.05,227.3333333,NA
373,31-12-2014,Rajasthan,Alwar,"Gaurav Solvex Ltd. MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,16.3,20.06666667,301,NA
296,01-03-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,11,56,215,NA
296,01-07-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,10,90,198,NA
296,01-10-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,10,56,163,NA
296,14-01-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,11,57,196,NA
296,17-01-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,11,57,177,NA
296,21-01-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,45,108,NA
296,24-01-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,9,53,113,NA
296,28-01-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,35,89,NA
296,31-01-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,9,52,197,NA
296,02-04-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,49,215,NA
296,02-07-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,9,49,57,NA
296,02-11-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,10,58,100,NA
296,14-02-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,9,57,119,NA
296,18-02-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,9,55,119,NA
296,21-02-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,9,52,127,NA
296,25-02-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,9,53,150,NA
296,28-02-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,52,62,NA
296,03-04-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,9,55,97,NA
296,03-07-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,9,55,99,NA
296,03-11-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,9,55,121,NA
296,14-03-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,9,55,121,NA
296,18-03-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,55,121,NA
296,21-03-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,53,67,NA
296,25-03-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,53,112,NA
296,28-03-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,49,160,NA
296,04-01-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,34,78,NA
296,04-04-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,49,121,NA
296,04-08-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,49,94,NA
296,04-11-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,45,133,NA
296,15-04-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,41,147,NA
296,18-04-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,40,89,NA
296,22-04-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,46,126,NA
296,25-04-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,44,97,NA
296,29-04-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,38,101,NA
296,05-02-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,40,80,NA
296,05-06-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,37,98,NA
296,05-09-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,36,110,NA
296,13-05-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,34,91,NA
296,16-05-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,34,91,NA
296,20-05-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,32,102,NA
296,23-05-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,33,102,NA
296,27-05-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,32,102,NA
296,30-05-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,31,200,NA
296,06-03-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,31,126,NA
296,06-06-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,31,195,NA
296,13-06-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,30,140,NA
296,17-06-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,30,165,NA
296,20-06-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,32,109,NA
296,24-06-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,31,173,NA
296,27-06-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,31,154,NA
296,07-01-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,31,138,NA
296,07-04-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,31,164,NA
296,07-08-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,31,128,NA
296,07-11-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,31,119,NA
296,15-07-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,31,118,NA
296,18-07-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,30,144,NA
296,22-07-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,31,66,NA
296,25-07-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,28,66,NA
296,29-07-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,27,88,NA
296,08-01-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,5,26,63,NA
296,08-05-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,5,26,47,NA
296,08-08-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,5,26,53,NA
296,08-12-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,5,26,39,NA
296,19-08-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,5,25,71,NA
296,22-08-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,5,28,108,NA
296,26-08-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,28,115,NA
296,09-02-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,4,23,47,NA
296,09-05-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,5,28,84,NA
296,09-09-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,5,28,131,NA
296,09-12-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,5,29,124,NA
296,16-09-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,5,29,84,NA
296,19-09-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,5,29,131,NA
296,23-09-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,5,29,108,NA
296,26-09-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,5,29,108,NA
296,30-09-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,35,80,NA
296,10-03-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,42,124,NA
296,10-07-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,39,119,NA
296,10-10-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,47,104,NA
296,14-10-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,47,90,NA
296,15-10-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,4,34,45,NA
296,17-10-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,48,106,NA
296,21-10-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,48,166,NA
296,23-10-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,10,52,280,NA
296,24-10-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,46,84,NA
296,28-10-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,43,99,NA
296,11-04-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,43,155,NA
296,11-07-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,43,69,NA
296,11-11-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,43,147,NA
296,14-11-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,43,145,NA
296,18-11-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,43,102,NA
296,21-11-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,44,83,NA
296,25-11-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,46,158,NA
296,28-11-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,46,101,NA
296,12-02-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,46,134,NA
296,12-05-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,46,138,NA
296,12-09-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,47,161,NA
296,12-12-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,49,112,NA
296,16-12-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,49,106,NA
296,19-12-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,51,116,NA
296,23-12-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,51,123,NA
296,26-12-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,54,158,NA
296,30-12-2014,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,55,263,NA
297,01-01-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,10,57,306,NA
297,01-04-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,11,58,474,NA
297,01-08-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,11,55,498,NA
297,01-11-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,11,61,253,NA
297,15-01-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,12,62,225,NA
297,18-01-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,12,63,351,NA
297,22-01-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,11,57,232,NA
297,25-01-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,11,59,285,NA
297,29-01-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,11,49,213,NA
297,02-01-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,11,56,472,NA
297,02-04-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,7,57,222,NA
297,02-05-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,11,61,372,NA
297,02-07-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,9,57,181,NA
297,02-08-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,11,62,133,NA
297,02-12-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,12,63,171,NA
297,14-02-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,9,57,90,NA
297,15-02-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,9,44,274,NA
297,18-02-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,9,58,98,NA
297,19-02-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,12,62,272,NA
297,21-02-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,9,52,231,NA
297,22-02-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,8,40,160,NA
297,25-02-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,9,53,139,NA
297,26-02-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,12,63,231,NA
297,28-02-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,8,51,100,NA
297,03-01-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,8,48,147,NA
297,03-05-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,9,48,147,NA
297,03-08-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,8,51,175,NA
297,03-12-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,9,56,189,NA
297,15-03-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,9,56,256,NA
297,19-03-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,9,56,191,NA
297,22-03-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,9,49,242,NA
297,26-03-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,9,47,201,NA
297,29-03-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,8,46,159,NA
297,04-01-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,8,50,125,NA
297,04-02-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,8,42,242,NA
297,04-04-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,8,47,284,NA
297,04-05-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,9,40,207,NA
297,04-09-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,8,45,207,NA
297,04-11-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,8,45,141,NA
297,04-12-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,9,40,205,NA
297,15-04-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,7,42,115,NA
297,16-04-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,8,39,217,NA
297,18-04-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,7,40,96,NA
297,19-04-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,8,40,122,NA
297,22-04-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,8,43,181,NA
297,23-04-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,6,31,149,NA
297,25-04-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,7,39,80,NA
297,29-04-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,8,39,153,NA
297,30-04-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,6,30,88,NA
297,05-03-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,8,40,234,NA
297,05-07-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,8,37,254,NA
297,14-05-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,7,37,338,NA
297,17-05-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,7,35,104,NA
297,21-05-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,7,34,181,NA
297,24-05-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,7,35,183,NA
297,28-05-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,6,31,177,NA
297,31-05-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,6,30,321,NA
297,06-04-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,7,35,202,NA
297,06-07-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,6,35,122,NA
297,06-11-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,6,34,325,NA
297,14-06-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,6,34,178,NA
297,18-06-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,6,33,227,NA
297,21-06-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,6,33,227,NA
297,25-06-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,6,34,373,NA
297,28-06-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,6,34,332,NA
297,07-02-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,5,24,149,NA
297,07-05-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,6,34,207,NA
297,07-09-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,6,32,215,NA
297,07-12-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,6,32,239,NA
297,16-07-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,6,33,218,NA
297,19-07-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,6,32,88,NA
297,23-07-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,6,33,188,NA
297,26-07-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,6,31,82,NA
297,30-07-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,6,31,139,NA
297,08-02-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,6,29,79,NA
297,08-09-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,5,26,32,NA
297,13-08-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,5,26,96,NA
297,16-08-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,5,25,57,NA
297,20-08-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,3,24,145,NA
297,23-08-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,6,27,165,NA
297,27-08-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,5,24,94,NA
297,30-08-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,8,25,74,NA
297,09-03-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,6,30,124,NA
297,09-06-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,5,31,143,NA
297,09-10-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,5,30,124,NA
297,13-09-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,5,30,148,NA
297,17-09-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,5,30,143,NA
297,20-09-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,5,30,153,NA
297,24-09-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,5,28,124,NA
297,27-09-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,5,30,98,NA
297,10-01-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,6,36,105,NA
297,10-04-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,6,47,146,NA
297,10-08-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,6,47,440,NA
297,10-11-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,7,46,275,NA
297,15-10-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,6,36,116,NA
297,18-10-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,6,48,361,NA
297,22-10-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,8,53,303,NA
297,23-10-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,12,62,374,NA
297,25-10-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,8,52,95,NA
297,29-10-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,7,47,225,NA
297,11-01-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,7,47,267,NA
297,11-05-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,7,45,227,NA
297,11-08-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,7,45,184,NA
297,11-12-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,7,47,187,NA
297,15-11-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,7,47,361,NA
297,19-11-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,8,50,364,NA
297,22-11-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,8,51,241,NA
297,26-11-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,8,52,318,NA
297,29-11-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,8,52,273,NA
297,12-03-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,9,52,338,NA
297,12-06-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,9,52,381,NA
297,12-10-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,9,53,319,NA
297,13-12-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,9,55,378,NA
297,17-12-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,9,57,364,NA
297,20-12-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,9,59,367,NA
297,24-12-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,9,61,401,NA
297,27-12-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,10,60,422,NA
297,31-12-2014,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,10,58,232,NA
298,01-02-2014,Rajasthan,Jaipur,RSPCB Office,Rajasthan State Pollution Control Board,Residential,8,48,73,NA
298,01-06-2014,Rajasthan,Jaipur,RSPCB Office,Rajasthan State Pollution Control Board,Residential,8,48,211,NA
298,01-09-2014,Rajasthan,Jaipur,RSPCB Office,Rajasthan State Pollution Control Board,Residential,6,37,193,NA
298,13-01-2014,Rajasthan,Jaipur,RSPCB Office,Rajasthan State Pollution Control Board,Residential,8,48,196,NA
298,16-01-2014,Rajasthan,Jaipur,RSPCB Office,Rajasthan State Pollution Control Board,Residential,8,51,179,NA
298,20-01-2014,Rajasthan,Jaipur,RSPCB Office,Rajasthan State Pollution Control Board,Residential,8,49,165,NA
298,23-01-2014,Rajasthan,Jaipur,RSPCB Office,Rajasthan State Pollution Control Board,Residential,9,58,109,NA
