Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,PM 2.5
294,03-03-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,88,NA
294,06-03-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,94,NA
294,10-03-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",5,28,112,NA
294,13-03-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,134,NA
294,17-03-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,49,NA
294,20-03-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,171,NA
294,24-03-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,103,NA
294,27-03-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,114,NA
294,31-03-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",5,31,166,NA
294,03-04-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,94,NA
294,07-04-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,109,NA
294,10-04-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,33,106,NA
294,14-04-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,50,NA
294,17-04-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,104,NA
294,21-04-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,180,NA
294,24-04-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,105,NA
294,28-04-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,404,NA
294,01-05-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,179,NA
294,05-05-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,109,NA
294,08-05-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,37,90,NA
294,12-05-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,102,NA
294,15-05-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,98,NA
294,19-05-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,201,NA
294,22-05-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,193,NA
294,26-05-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,161,NA
294,29-05-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,112,NA
294,02-06-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,229,NA
294,06-06-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,160,NA
294,09-06-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,73,NA
294,12-06-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,36,93,NA
294,16-06-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,85,NA
294,19-06-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,32,66,NA
294,23-06-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",5,35,47,NA
294,26-06-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,95,NA
294,30-06-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,36,76,NA
294,03-07-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,69,NA
294,07-07-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,103,NA
294,10-07-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,123,NA
294,14-07-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,74,NA
294,17-07-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,72,NA
294,21-07-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,107,NA
294,27-07-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,36,70,NA
294,28-07-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",5,30,21,NA
294,31-07-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,33,67,NA
294,04-08-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,138,NA
294,07-08-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,36,91,NA
294,11-08-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,37,117,NA
294,14-08-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,57,NA
294,18-08-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",5,34,60,NA
294,21-08-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,37,100,NA
294,25-08-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,69,NA
294,28-08-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,83,NA
294,01-09-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,71,NA
294,04-09-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,33,125,NA
294,08-09-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,89,NA
294,11-09-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,105,NA
294,15-09-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,101,NA
294,18-09-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,57,NA
294,22-09-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",5,31,60,NA
294,25-09-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,32,105,NA
294,29-09-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,33,154,NA
294,06-10-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,134,NA
294,09-10-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,122,NA
294,13-10-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,84,NA
294,16-10-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,36,134,NA
294,20-10-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,115,NA
294,23-10-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,36,119,NA
294,27-10-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,36,88,NA
294,30-10-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,36,110,NA
294,03-11-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,36,138,NA
294,05-11-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,28,104,NA
294,06-11-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,166,NA
294,10-11-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,137,NA
294,11-11-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",11,44,273,NA
294,13-11-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,116,NA
294,17-11-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,36,176,NA
294,20-11-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,164,NA
294,24-11-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,157,NA
294,27-11-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,100,NA
294,01-12-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",5,35,128,NA
294,04-12-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,114,NA
294,08-12-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,36,124,NA
294,11-12-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,111,NA
294,15-12-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,36,150,NA
294,18-12-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,36,176,NA
294,22-12-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,36,200,NA
294,25-12-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,36,178,NA
294,29-12-2015,Rajasthan,Udaipur,"Town Hall,Udaipur",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,144,NA
296,02-01-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,9,55,134,NA
296,06-01-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,9,51,138,NA
296,09-01-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,55,161,NA
296,13-01-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,57,297,NA
296,16-01-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,37,199,NA
296,20-01-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,9,55,297,NA
296,23-01-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,39,61,NA
296,27-01-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,38,71,NA
296,30-01-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,45,148,NA
296,03-02-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,46,148,NA
296,06-02-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,46,133,NA
296,10-02-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,47,154,NA
296,13-02-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,48,144,NA
296,17-02-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,46,116,NA
296,20-02-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,48,133,NA
296,24-02-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,47,255,NA
296,27-02-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,46,165,NA
296,03-03-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,40,107,NA
296,06-03-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,39,123,NA
296,10-03-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,40,158,NA
296,13-03-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,37,111,NA
296,17-03-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,37,99,NA
296,20-03-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,37,177,NA
296,24-03-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,34,79,NA
296,27-03-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,38,83,NA
296,31-03-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,42,197,NA
296,03-04-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,39,98,NA
296,07-04-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,46,139,NA
296,10-04-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,38,136,NA
296,14-04-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,42,141,NA
296,17-04-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,38,79,NA
296,21-04-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,44,239,NA
296,24-04-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,37,111,NA
296,28-04-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,37,162,NA
296,01-05-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,37,97,NA
296,05-05-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,36,176,NA
296,08-05-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,36,181,NA
296,12-05-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,32,190,NA
296,15-05-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,31,141,NA
296,19-05-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,31,198,NA
296,22-05-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,34,213,NA
296,26-05-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,35,169,NA
296,29-05-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,36,216,NA
296,02-06-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,35,119,NA
296,05-06-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,34,91,NA
296,09-06-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,34,152,NA
296,12-06-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,28,84,NA
296,16-06-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,29,104,NA
296,19-06-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,28,71,NA
296,23-06-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,28,213,NA
296,26-06-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,28,125,NA
296,30-06-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,30,98,NA
296,03-07-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,29,135,NA
296,07-07-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,26,90,NA
296,10-07-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,27,70,NA
296,14-07-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,25,68,NA
296,17-07-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,26,98,NA
296,21-07-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,31,73,NA
296,24-07-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,9,26,73,NA
296,28-07-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,25,73,NA
296,31-07-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,25,45,NA
296,04-08-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,25,91,NA
296,07-08-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,5,24,73,NA
296,11-08-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,5,22,58,NA
296,14-08-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,5,26,68,NA
296,18-08-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,27,84,NA
296,21-08-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,5,26,52,NA
296,25-08-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,33,102,NA
296,28-08-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,27,52,NA
296,01-09-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,28,138,NA
296,04-09-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,26,119,NA
296,08-09-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,29,183,NA
296,11-09-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,15,29,119,NA
296,15-09-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,26,145,NA
296,18-09-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,5,22,57,NA
296,22-09-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,5,22,39,NA
296,25-09-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,30,92,NA
296,29-09-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,32,103,NA
296,02-10-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,6,32,121,NA
296,06-10-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,31,116,NA
296,09-10-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,32,202,NA
296,13-10-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,34,264,NA
296,16-10-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,34,155,NA
296,20-10-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,36,165,NA
296,23-10-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,36,118,NA
296,27-10-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,36,140,NA
296,30-10-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,40,87,NA
296,03-11-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,7,35,166,NA
296,05-11-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,36,177,NA
296,06-11-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,43,220,NA
296,10-11-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,10,48,297,NA
296,11-11-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,11,54,325,NA
296,13-11-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,9,42,222,NA
296,17-11-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,40,162,NA
296,20-11-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,40,201,NA
296,24-11-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,41,232,NA
296,27-11-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,41,224,NA
296,01-12-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,41,257,NA
296,04-12-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,37,259,NA
296,08-12-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,39,273,NA
296,11-12-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,40,274,NA
296,15-12-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,9,41,217,NA
296,18-12-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,8,42,159,NA
296,22-12-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,9,47,260,NA
296,25-12-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,10,42,225,NA
296,29-12-2015,Rajasthan,Jaipur,Ajmeri Gate,Rajasthan State Pollution Control Board,Residential,10,44,192,NA
297,03-01-2015,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,10,74,338,NA
297,07-01-2015,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,9,57,379,NA
297,10-01-2015,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,10,66,509,NA
297,14-01-2015,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,9,56,290,NA
297,17-01-2015,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,10,61,274,NA
297,21-01-2015,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,8,45,412,NA
297,24-01-2015,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,6,37,90,NA
297,28-01-2015,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,8,46,163,NA
297,31-01-2015,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,8,49,287,NA
297,04-02-2015,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,7,44,313,NA
297,07-02-2015,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,8,54,149,NA
297,11-02-2015,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,7,44,149,NA
297,14-02-2015,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,8,52,149,NA
297,18-02-2015,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,8,51,182,NA
297,21-02-2015,Rajasthan,Jaipur,VKIA,Rajasthan State Pollution Control Board,Industrial Areas,8,52,202,NA
