Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,PM 2.5
17,27-04-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,6,35,150,NA
17,30-04-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,6,35,164,NA
17,04-05-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,7,36,204,NA
17,07-05-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,6,35,131,NA
17,11-05-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,6,35,159,NA
17,14-05-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,7,35,144,NA
17,18-05-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,6,32,175,NA
17,21-05-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,6,33,186,NA
17,25-05-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,6,34,171,NA
17,28-05-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,7,37,157,NA
17,01-06-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,6,36,222,NA
17,04-06-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,7,35,113,NA
17,08-06-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,7,35,201,NA
17,11-06-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,7,36,93,NA
17,15-06-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,6,33,50,NA
17,18-06-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,6,35,83,NA
17,22-06-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,7,36,94,NA
17,25-06-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,7,37,74,NA
17,29-06-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,6,35,49,NA
17,02-07-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,6,33,128,NA
17,06-07-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,6,36,198,NA
17,09-07-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,7,36,65,NA
17,13-07-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,6,38,112,NA
17,16-07-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,6,37,107,NA
17,20-07-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,7,35,136,NA
17,23-07-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,7,35,113,NA
17,27-07-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,7,35,58,NA
17,30-07-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,7,38,76,NA
17,03-08-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,6,33,95,NA
17,06-08-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,6,33,74,NA
17,10-08-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,7,33,99,NA
17,13-08-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,6,37,78,NA
17,17-08-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,6,34,50,NA
17,20-08-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,6,37,62,NA
17,24-08-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,6,34,92,NA
17,27-08-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,6,36,49,NA
17,31-08-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,7,37,58,NA
17,07-09-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,7,33,70,NA
17,10-09-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,7,37,96,NA
17,14-09-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,7,33,130,NA
17,17-09-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,8,35,65,NA
17,21-09-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,6,35,44,NA
17,24-09-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,6,33,77,NA
17,28-09-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,7,36,118,NA
17,05-10-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,8,40,194,NA
17,08-10-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,7,36,163,NA
17,12-10-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,8,35,150,NA
17,15-10-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,7,36,344,NA
17,19-10-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,6,30,223,NA
17,22-10-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,6,39,160,NA
17,26-10-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,9,33,214,NA
17,29-10-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,8,32,119,NA
17,02-11-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,7,32,145,NA
17,05-11-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,8,37,176,NA
17,09-11-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,8,36,149,NA
17,12-11-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,7,35,188,NA
17,16-11-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,7,36,178,NA
17,19-11-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,7,37,229,NA
17,23-11-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,7,42,310,NA
17,26-11-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,7,39,318,NA
17,30-11-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,7,36,408,NA
17,03-12-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,7,39,227,NA
17,07-12-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,7,54,238,NA
17,10-12-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,10,60,151,NA
17,14-12-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,7,48,192,NA
17,17-12-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,8,64,275,NA
17,21-12-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,9,52,304,NA
17,24-12-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,9,79,321,NA
17,28-12-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,8,65,252,NA
17,31-12-2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura, Kota",Rajasthan State Pollution Control Board,Industrial Area,7,45,318,NA
219,02-01-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,25,229,NA
219,06-01-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,24,120,NA
219,08-01-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,23,205,NA
219,13-01-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,24,272,NA
219,16-01-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,24,181,NA
219,20-01-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,22,120,NA
219,23-01-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,10,20,176,NA
219,27-01-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,8,22,140,NA
219,30-01-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,20,188,NA
219,03-02-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,22,289,NA
219,06-02-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,22,215,NA
219,10-02-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,22,158,NA
219,13-02-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,21,239,NA
219,17-02-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,21,154,NA
219,20-02-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,22,300,NA
219,24-02-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,21,145,NA
219,27-02-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,23,236,NA
219,03-03-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,20,250,NA
219,06-03-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,20,271,NA
219,10-03-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,20,320,NA
219,13-03-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,19,184,NA
219,17-03-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,10,19,217,NA
219,20-03-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,20,187,NA
219,24-03-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,20,179,NA
219,27-03-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,19,234,NA
219,31-03-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,19,192,NA
219,03-04-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,19,223,NA
219,07-04-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,20,163,NA
219,10-04-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,21,170,NA
219,14-04-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,21,181,NA
219,17-04-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,21,208,NA
219,21-04-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,19,145,NA
219,24-04-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,21,306,NA
219,28-04-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,21,182,NA
219,01-05-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,23,241,NA
219,05-05-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,21,161,NA
219,08-05-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,22,146,NA
219,12-05-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,22,176,NA
219,15-05-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,23,132,NA
219,19-05-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,23,292,NA
219,22-05-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,23,158,NA
219,26-05-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,21,130,NA
219,29-05-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,23,120,NA
219,02-06-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,11,22,124,NA
219,05-06-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,24,100,NA
219,09-06-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,22,110,NA
219,12-06-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,22,119,NA
219,16-06-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,23,119,NA
219,19-06-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,23,162,NA
219,23-06-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,21,166,NA
219,26-06-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,23,112,NA
219,30-06-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,12,23,109,NA
219,03-07-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,13,22,180,NA
219,07-07-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,10,25,95,NA
219,10-07-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,8,30,91,NA
219,14-07-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,9,28,60,NA
219,17-07-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,9,29,65,NA
219,21-07-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,8,30,171,NA
219,24-07-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,9,28,151,NA
219,28-07-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,9,30,109,NA
219,31-07-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,9,29,107,NA
219,04-08-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,7,30,96,NA
219,07-08-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,NA,NA,52,NA
219,11-08-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,8,27,46,NA
219,14-08-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,7,31,49,NA
219,18-08-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,8,31,72,NA
219,21-08-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,6,34,96,NA
219,25-08-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,8,35,159,NA
219,28-08-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,6,31,148,NA
219,01-09-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,8,35,105,NA
219,04-09-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,8,34,104,NA
219,08-09-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,8,33,129,NA
219,11-09-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,7,35,69,NA
219,15-09-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,8,35,105,NA
219,18-09-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,NA,NA,157,NA
219,22-09-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,7,34,135,NA
219,25-09-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,7,34,100,NA
219,29-09-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,7,34,85,NA
219,02-10-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,8,31,161,NA
219,06-10-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,9,32,141,NA
219,09-10-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,7,31,154,NA
219,13-10-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,7,30,202,NA
219,16-10-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,8,30,203,NA
219,20-10-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,7,30,154,NA
219,23-10-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,8,29,147,NA
219,27-10-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,6,25,247,NA
219,30-10-2015,Rajasthan,Alwar,"RIICO Pump House, MIA, Alwar",Rajasthan State Pollution Control Board,Industrial Area,7,28,120,NA
